snp.dists.0.8.2,variable,value,same_source
SBV114,SBV318,6,1
SBV115,SBV318,6,1
SBV116,SBV318,9,1
SBV117,SBV318,7,1
SBV118,SBV318,6,1
SBV119,SBV318,7,1
SBV121,SBV318,7,1
SBV122,SBV318,8,1
SBV123,SBV318,7,1
SBV124,SBV318,7,0
SBV125,SBV318,7,1
SBV127,SBV318,7,1
SBV128,SBV318,7,1
SBV130,SBV318,7,1
SBV132,SBV318,8,1
SBV133,SBV318,9,1
SBV134,SBV318,7,1
SBV135,SBV318,2,1
SBV136,SBV318,8,1
SBV138,SBV318,8,1
SBV139,SBV318,8,1
SBV140,SBV318,5,1
SBV141,SBV318,7,1
SBV142,SBV318,8,1
SBV143,SBV318,5,1
SBV144,SBV318,9,1
SBV145,SBV318,7,1
SBV146,SBV318,8,1
SBV147,SBV318,9,1
SBV148,SBV318,7,1
SBV150,SBV318,5,1
SBV151,SBV318,7,1
SBV152,SBV318,8,1
SBV153,SBV318,8,1
SBV156,SBV318,9,1
SBV157,SBV318,9,1
SBV158,SBV318,6,1
SBV159,SBV318,9,1
SBV160,SBV318,10,1
SBV161,SBV318,10,1
SBV162,SBV318,7,1
SBV163,SBV318,8,1
SBV164,SBV318,7,1
SBV165,SBV318,9,1
SBV166,SBV318,7,1
SBV167,SBV318,7,1
SBV168,SBV318,7,1
SBV169,SBV318,8,1
SBV170,SBV318,11,1
SBV171,SBV318,5,0
SBV172,SBV318,6,1
SBV173,SBV318,5,1
SBV174,SBV318,6,1
SBV175,SBV318,5,1
SBV176,SBV318,10,1
SBV218,SBV318,1,1
SBV234,SBV318,8,1
SBV235,SBV318,6,1
SBV240,SBV318,10,1
SBV257,SBV318,9,1
SBV269,SBV318,9,1
SBV270,SBV318,7,1
SBV271,SBV318,0,1
SBV272,SBV318,7,1
SBV273,SBV318,7,1
SBV274,SBV318,10,1
SBV275,SBV318,9,1
SBV276,SBV318,10,1
SBV277,SBV318,12,1
SBV278,SBV318,9,1
SBV279,SBV318,7,1
SBV280,SBV318,7,1
SBV281,SBV318,8,1
SBV282,SBV318,11,1
SBV283,SBV318,9,1
SBV284,SBV318,7,1
SBV285,SBV318,9,1
SBV286,SBV318,5,1
SBV287,SBV318,10,1
SBV288,SBV318,11,1
SBV289,SBV318,5,1
SBV290,SBV318,4,1
SBV291,SBV318,8,1
SBV292,SBV318,7,1
SBV293,SBV318,9,1
SBV294,SBV318,10,1
SBV295,SBV318,8,1
SBV296,SBV318,8,1
SBV297,SBV318,5,1
SBV298,SBV318,9,1
SBV299,SBV318,10,1
SBV300,SBV318,11,1
SBV301,SBV318,5,1
SBV302,SBV318,10,1
SBV305,SBV318,14,1
SBV306,SBV318,6,1
SBV307,SBV318,6,1
SBV308,SBV318,10,1
SBV310,SBV318,6,1
SBV311,SBV318,10,1
SBV312,SBV318,4,1
SBV313,SBV318,74,1
SBV314,SBV318,3,1
SBV315,SBV318,10,1
SBV316,SBV318,11,1
SBV317,SBV318,12,1
SBV318,SBV318,0,0
SBV319,SBV318,10,1
SBV320,SBV318,5,1
SBV321,SBV318,10,1
SBV322,SBV318,7,1
SBV323,SBV318,10,1
SBV324,SBV318,10,1
SBV325,SBV318,5,1
SBV326,SBV318,13,1
SBV327,SBV318,5,1
SBV328,SBV318,3,1
SBV329,SBV318,12,1
SBV330,SBV318,5,1
SBV331,SBV318,7,1
SBV332,SBV318,5,1
SBV333,SBV318,2,1
SBV334,SBV318,6,1
SBV335,SBV318,5,1
SBV336,SBV318,3,1
SBV337,SBV318,5,1
SBV338,SBV318,7,1
SBV339,SBV318,7,1
SBV340,SBV318,7,1
SBV341,SBV318,8,1
SBV343,SBV318,8,1
SBV344,SBV318,11,1
SBV345,SBV318,7,1
SBV347,SBV318,8,1
SBV348,SBV318,9,0
SBV349,SBV318,2,1
SBV350,SBV318,11,1
SBV351,SBV318,6,1
SBV352,SBV318,7,1
SBV353,SBV318,11,1
SBV354,SBV318,1,1
SBV355,SBV318,8,1
SBV356,SBV318,8,1
SBV357,SBV318,12,1
SBV358,SBV318,11,1
SBV359,SBV318,11,1
SBV361,SBV318,7,1
SBV362,SBV318,12,1
SBV363,SBV318,8,1
SBV364,SBV318,7,1
SBV365,SBV318,12,1
SBV366,SBV318,12,1
SBV367,SBV318,13,1
SBV368,SBV318,8,1
SBV369,SBV318,11,1
SBV370,SBV318,7,1
SBV371,SBV318,5,1
SBV372,SBV318,12,1
SBV373,SBV318,6,1
SBV374,SBV318,10,1
SBV375,SBV318,8,1
SBV376,SBV318,7,1
SBV005,SBV319,43,1
SBV007,SBV319,12,1
SBV010,SBV319,68,0
SBV011,SBV319,90,1
SBV019,SBV319,75,1
SBV021,SBV319,74,1
SBV022,SBV319,21,1
SBV023,SBV319,11,1
SBV024,SBV319,75,1
SBV025,SBV319,11,1
SBV027,SBV319,9,1
SBV029,SBV319,79,1
SBV030,SBV319,12,1
SBV032,SBV319,79,1
SBV033,SBV319,11,1
SBV035,SBV319,11,1
SBV036,SBV319,11,1
SBV037,SBV319,11,1
SBV038,SBV319,14,1
SBV039,SBV319,14,1
SBV041,SBV319,12,1
SBV042,SBV319,11,1
SBV043,SBV319,13,1
SBV044,SBV319,13,1
SBV045,SBV319,11,1
SBV046,SBV319,12,1
SBV047,SBV319,11,1
SBV048,SBV319,11,1
SBV049,SBV319,11,1
SBV050,SBV319,13,1
SBV051,SBV319,11,1
SBV052,SBV319,13,1
SBV053,SBV319,11,1
SBV054,SBV319,13,1
SBV055,SBV319,13,1
SBV056,SBV319,12,1
SBV057,SBV319,10,1
SBV058,SBV319,13,1
SBV059,SBV319,11,1
SBV060,SBV319,12,1
SBV061,SBV319,12,1
SBV062,SBV319,13,1
SBV063,SBV319,12,1
SBV064,SBV319,12,1
SBV067,SBV319,13,1
SBV068,SBV319,13,1
SBV069,SBV319,12,1
SBV070,SBV319,13,1
SBV071,SBV319,11,1
SBV072,SBV319,16,1
SBV075,SBV319,12,1
SBV076,SBV319,11,1
SBV077,SBV319,12,1
SBV078,SBV319,13,1
SBV079,SBV319,12,1
SBV080,SBV319,13,1
SBV081,SBV319,11,1
SBV082,SBV319,12,1
SBV083,SBV319,11,1
SBV084,SBV319,11,1
SBV087,SBV319,12,1
SBV088,SBV319,14,1
SBV089,SBV319,13,1
SBV090,SBV319,8,1
SBV091,SBV319,14,1
SBV092,SBV319,9,1
SBV093,SBV319,12,1
SBV094,SBV319,13,1
SBV095,SBV319,13,1
SBV096,SBV319,11,1
SBV097,SBV319,11,1
SBV098,SBV319,11,1
SBV099,SBV319,8,1
SBV100,SBV319,12,1
SBV101,SBV319,12,1
SBV102,SBV319,16,1
SBV103,SBV319,14,1
SBV104,SBV319,11,1
SBV105,SBV319,14,1
SBV106,SBV319,12,1
SBV107,SBV319,15,1
SBV108,SBV319,12,1
SBV109,SBV319,16,1
SBV110,SBV319,14,1
SBV111,SBV319,13,1
SBV112,SBV319,11,1
SBV113,SBV319,15,1
SBV114,SBV319,12,1
SBV115,SBV319,12,1
SBV116,SBV319,15,1
SBV117,SBV319,13,1
SBV118,SBV319,12,1
SBV119,SBV319,13,1
SBV121,SBV319,13,1
SBV122,SBV319,14,1
SBV123,SBV319,13,1
SBV124,SBV319,13,1
SBV125,SBV319,13,1
SBV127,SBV319,13,1
SBV128,SBV319,13,1
SBV130,SBV319,13,1
SBV132,SBV319,14,1
SBV133,SBV319,15,1
SBV134,SBV319,13,1
SBV135,SBV319,8,1
SBV136,SBV319,14,1
SBV138,SBV319,14,1
SBV139,SBV319,14,1
SBV140,SBV319,11,1
SBV141,SBV319,13,1
SBV142,SBV319,14,1
SBV143,SBV319,11,1
SBV144,SBV319,15,1
SBV145,SBV319,13,1
SBV146,SBV319,14,1
SBV147,SBV319,15,1
SBV148,SBV319,13,1
SBV150,SBV319,11,1
SBV151,SBV319,13,1
SBV152,SBV319,14,1
SBV153,SBV319,14,1
SBV156,SBV319,15,1
SBV157,SBV319,15,1
SBV158,SBV319,12,1
SBV159,SBV319,15,1
SBV160,SBV319,16,1
SBV161,SBV319,16,1
SBV162,SBV319,13,1
SBV163,SBV319,14,1
SBV164,SBV319,13,1
SBV165,SBV319,15,1
SBV166,SBV319,13,1
SBV167,SBV319,13,1
SBV168,SBV319,13,1
SBV169,SBV319,14,1
SBV170,SBV319,17,1
SBV171,SBV319,11,1
SBV172,SBV319,12,1
SBV173,SBV319,11,1
SBV174,SBV319,12,1
SBV175,SBV319,11,1
SBV176,SBV319,16,1
SBV218,SBV319,9,1
SBV234,SBV319,14,1
SBV235,SBV319,12,1
SBV240,SBV319,16,1
SBV257,SBV319,15,1
SBV269,SBV319,15,1
SBV270,SBV319,7,1
SBV271,SBV319,10,1
SBV272,SBV319,13,1
SBV273,SBV319,7,1
SBV274,SBV319,10,1
SBV275,SBV319,9,1
SBV276,SBV319,10,1
SBV277,SBV319,18,1
SBV278,SBV319,15,1
SBV279,SBV319,13,1
SBV280,SBV319,13,1
SBV281,SBV319,14,1
SBV282,SBV319,17,1
SBV283,SBV319,15,1
SBV284,SBV319,7,1
SBV285,SBV319,15,1
SBV286,SBV319,13,1
SBV287,SBV319,16,1
SBV288,SBV319,17,1
SBV289,SBV319,13,1
SBV290,SBV319,12,1
SBV291,SBV319,14,1
SBV292,SBV319,7,1
SBV293,SBV319,15,1
SBV294,SBV319,16,1
SBV295,SBV319,8,1
SBV296,SBV319,14,1
SBV297,SBV319,11,1
SBV298,SBV319,15,1
SBV299,SBV319,16,1
SBV300,SBV319,17,1
SBV301,SBV319,13,1
SBV302,SBV319,16,1
SBV305,SBV319,20,1
SBV306,SBV319,14,1
SBV307,SBV319,14,1
SBV308,SBV319,16,1
SBV310,SBV319,14,1
SBV311,SBV319,16,1
SBV312,SBV319,12,1
SBV313,SBV319,80,1
SBV314,SBV319,9,1
SBV315,SBV319,16,1
SBV316,SBV319,11,1
SBV317,SBV319,18,1
SBV318,SBV319,10,1
SBV319,SBV319,0,0
SBV320,SBV319,9,1
SBV321,SBV319,16,1
SBV322,SBV319,13,1
SBV323,SBV319,16,1
SBV324,SBV319,16,1
SBV325,SBV319,9,1
SBV326,SBV319,19,1
SBV327,SBV319,9,1
SBV328,SBV319,9,1
SBV329,SBV319,18,1
SBV330,SBV319,9,1
SBV331,SBV319,15,1
SBV332,SBV319,11,1
SBV333,SBV319,8,1
SBV334,SBV319,14,1
SBV335,SBV319,9,1
SBV336,SBV319,9,1
SBV337,SBV319,11,1
SBV338,SBV319,15,1
SBV339,SBV319,7,1
SBV340,SBV319,7,1
SBV341,SBV319,16,1
SBV343,SBV319,16,1
SBV344,SBV319,17,1
SBV345,SBV319,13,1
SBV347,SBV319,14,1
SBV348,SBV319,15,1
SBV349,SBV319,8,1
SBV350,SBV319,17,1
SBV351,SBV319,6,1
SBV352,SBV319,15,1
SBV353,SBV319,17,1
SBV354,SBV319,11,1
SBV355,SBV319,14,1
SBV356,SBV319,14,1
SBV357,SBV319,18,1
SBV358,SBV319,17,1
SBV359,SBV319,17,1
SBV361,SBV319,13,1
SBV362,SBV319,18,1
SBV363,SBV319,16,1
SBV364,SBV319,15,1
SBV365,SBV319,18,1
SBV366,SBV319,18,1
SBV367,SBV319,19,1
SBV368,SBV319,16,1
SBV369,SBV319,17,1
SBV370,SBV319,15,1
SBV371,SBV319,13,1
SBV372,SBV319,18,1
SBV373,SBV319,12,1
SBV374,SBV319,18,1
SBV375,SBV319,14,1
SBV376,SBV319,15,1
SBV005,SBV320,38,1
SBV007,SBV320,7,0
SBV010,SBV320,63,1
SBV011,SBV320,85,1
SBV019,SBV320,70,0
SBV021,SBV320,69,1
SBV022,SBV320,16,1
SBV023,SBV320,6,0
SBV024,SBV320,70,1
SBV025,SBV320,6,0
SBV027,SBV320,4,1
SBV029,SBV320,74,0
SBV030,SBV320,7,1
SBV032,SBV320,74,1
SBV033,SBV320,6,1
SBV035,SBV320,6,1
SBV036,SBV320,6,1
SBV037,SBV320,6,1
SBV038,SBV320,9,1
SBV039,SBV320,9,1
SBV041,SBV320,7,1
SBV042,SBV320,6,1
SBV043,SBV320,8,0
SBV044,SBV320,8,0
SBV045,SBV320,6,0
SBV046,SBV320,7,0
SBV047,SBV320,6,0
SBV048,SBV320,6,0
SBV049,SBV320,6,0
SBV050,SBV320,8,0
SBV051,SBV320,6,0
SBV052,SBV320,8,0
SBV053,SBV320,6,1
SBV054,SBV320,8,0
SBV055,SBV320,8,0
SBV056,SBV320,7,0
SBV057,SBV320,5,1
SBV058,SBV320,8,0
SBV059,SBV320,6,0
SBV060,SBV320,7,0
SBV061,SBV320,7,0
SBV062,SBV320,8,0
SBV063,SBV320,7,1
SBV064,SBV320,7,0
SBV067,SBV320,8,0
SBV068,SBV320,8,0
SBV069,SBV320,7,0
SBV070,SBV320,8,0
SBV071,SBV320,6,0
SBV072,SBV320,11,1
SBV075,SBV320,7,1
SBV076,SBV320,6,1
SBV077,SBV320,7,1
SBV078,SBV320,8,1
SBV079,SBV320,7,1
SBV080,SBV320,8,1
SBV081,SBV320,6,1
SBV082,SBV320,7,1
SBV083,SBV320,6,1
SBV084,SBV320,6,0
SBV087,SBV320,7,1
SBV088,SBV320,9,0
SBV089,SBV320,8,0
SBV090,SBV320,3,0
SBV091,SBV320,9,0
SBV092,SBV320,4,0
SBV093,SBV320,7,1
SBV094,SBV320,8,0
SBV095,SBV320,8,0
SBV096,SBV320,6,0
SBV097,SBV320,6,0
SBV098,SBV320,6,0
SBV099,SBV320,3,0
SBV100,SBV320,7,0
SBV101,SBV320,7,0
SBV102,SBV320,11,0
SBV103,SBV320,9,0
SBV104,SBV320,6,0
SBV105,SBV320,9,0
SBV106,SBV320,7,0
SBV107,SBV320,10,0
SBV108,SBV320,7,0
SBV109,SBV320,11,0
SBV110,SBV320,9,0
SBV111,SBV320,8,0
SBV112,SBV320,6,0
SBV113,SBV320,10,1
SBV114,SBV320,7,1
SBV115,SBV320,7,1
SBV116,SBV320,10,1
SBV117,SBV320,8,1
SBV118,SBV320,7,1
SBV119,SBV320,8,1
SBV121,SBV320,8,1
SBV122,SBV320,9,1
SBV123,SBV320,8,1
SBV124,SBV320,8,1
SBV125,SBV320,8,0
SBV127,SBV320,8,0
SBV128,SBV320,8,0
SBV130,SBV320,8,0
SBV132,SBV320,9,0
SBV133,SBV320,10,0
SBV134,SBV320,8,0
SBV135,SBV320,3,1
SBV136,SBV320,9,1
SBV138,SBV320,9,0
SBV139,SBV320,9,0
SBV140,SBV320,6,0
SBV141,SBV320,8,0
SBV142,SBV320,9,0
SBV143,SBV320,6,0
SBV144,SBV320,10,0
SBV145,SBV320,8,1
SBV146,SBV320,9,0
SBV147,SBV320,10,0
SBV148,SBV320,8,0
SBV150,SBV320,6,0
SBV151,SBV320,8,0
SBV152,SBV320,9,0
SBV153,SBV320,9,0
SBV156,SBV320,10,1
SBV157,SBV320,10,1
SBV158,SBV320,7,1
SBV159,SBV320,10,1
SBV160,SBV320,11,1
SBV161,SBV320,11,1
SBV162,SBV320,8,1
SBV163,SBV320,9,1
SBV164,SBV320,8,1
SBV165,SBV320,10,1
SBV166,SBV320,8,1
SBV167,SBV320,8,1
SBV168,SBV320,8,1
SBV169,SBV320,9,1
SBV170,SBV320,12,1
SBV171,SBV320,6,1
SBV172,SBV320,7,0
SBV173,SBV320,6,0
SBV174,SBV320,7,0
SBV175,SBV320,6,0
SBV176,SBV320,11,1
SBV218,SBV320,4,0
SBV234,SBV320,9,0
SBV235,SBV320,7,0
SBV240,SBV320,11,0
SBV257,SBV320,10,0
SBV269,SBV320,10,0
SBV270,SBV320,6,0
SBV271,SBV320,5,0
SBV272,SBV320,8,0
SBV273,SBV320,6,0
SBV274,SBV320,9,0
SBV275,SBV320,8,0
SBV276,SBV320,9,0
SBV277,SBV320,13,0
SBV278,SBV320,10,0
SBV279,SBV320,8,0
SBV280,SBV320,8,0
SBV281,SBV320,9,0
SBV282,SBV320,12,0
SBV283,SBV320,10,0
SBV284,SBV320,6,1
SBV285,SBV320,10,0
SBV286,SBV320,8,0
SBV287,SBV320,11,0
SBV288,SBV320,12,0
SBV289,SBV320,8,0
SBV290,SBV320,7,1
SBV291,SBV320,9,0
SBV292,SBV320,6,0
SBV293,SBV320,10,1
SBV294,SBV320,11,1
SBV295,SBV320,7,1
SBV296,SBV320,9,1
SBV297,SBV320,6,1
SBV298,SBV320,10,1
SBV299,SBV320,11,1
SBV300,SBV320,12,1
SBV301,SBV320,8,1
SBV302,SBV320,11,1
SBV305,SBV320,15,1
SBV306,SBV320,9,1
SBV307,SBV320,9,0
SBV308,SBV320,11,0
SBV310,SBV320,9,0
SBV311,SBV320,11,0
SBV312,SBV320,7,0
SBV313,SBV320,75,1
SBV314,SBV320,4,0
SBV315,SBV320,11,0
SBV316,SBV320,10,0
SBV317,SBV320,13,0
SBV318,SBV320,5,1
SBV319,SBV320,9,1
SBV320,SBV320,0,0
SBV321,SBV320,11,0
SBV322,SBV320,8,0
SBV323,SBV320,11,0
SBV324,SBV320,11,0
SBV325,SBV320,0,0
SBV326,SBV320,14,0
SBV327,SBV320,0,0
SBV328,SBV320,4,0
SBV329,SBV320,13,0
SBV330,SBV320,0,0
SBV331,SBV320,10,0
SBV332,SBV320,6,0
SBV333,SBV320,3,1
SBV334,SBV320,9,0
SBV335,SBV320,0,0
SBV336,SBV320,4,0
SBV337,SBV320,6,0
SBV338,SBV320,10,1
SBV339,SBV320,6,1
SBV340,SBV320,6,1
SBV341,SBV320,11,1
SBV343,SBV320,11,0
SBV344,SBV320,12,1
SBV345,SBV320,8,1
SBV347,SBV320,9,1
SBV348,SBV320,10,1
SBV349,SBV320,3,1
SBV350,SBV320,12,1
SBV351,SBV320,5,1
SBV352,SBV320,10,1
SBV353,SBV320,12,0
SBV354,SBV320,6,0
SBV355,SBV320,9,1
SBV356,SBV320,9,1
SBV357,SBV320,13,0
SBV358,SBV320,12,0
SBV359,SBV320,12,0
SBV361,SBV320,8,0
SBV362,SBV320,13,0
SBV363,SBV320,11,0
SBV364,SBV320,10,1
SBV365,SBV320,13,0
SBV366,SBV320,13,0
SBV367,SBV320,14,1
SBV368,SBV320,11,0
SBV369,SBV320,12,0
SBV370,SBV320,10,1
SBV371,SBV320,8,0
SBV372,SBV320,13,1
SBV373,SBV320,7,0
SBV374,SBV320,13,1
SBV375,SBV320,9,0
SBV376,SBV320,10,0
SBV005,SBV321,41,1
SBV007,SBV321,8,0
SBV010,SBV321,66,1
SBV011,SBV321,88,1
SBV019,SBV321,73,0
SBV021,SBV321,72,1
SBV022,SBV321,19,1
SBV023,SBV321,5,0
SBV024,SBV321,73,1
SBV025,SBV321,9,0
SBV027,SBV321,7,1
SBV029,SBV321,77,0
SBV030,SBV321,10,1
SBV032,SBV321,77,1
SBV033,SBV321,9,1
SBV035,SBV321,7,1
SBV036,SBV321,7,1
SBV037,SBV321,9,1
SBV038,SBV321,10,1
SBV039,SBV321,8,1
SBV041,SBV321,6,1
SBV042,SBV321,7,1
SBV043,SBV321,7,0
SBV044,SBV321,7,0
SBV045,SBV321,5,0
SBV046,SBV321,6,0
SBV047,SBV321,5,0
SBV048,SBV321,5,0
SBV049,SBV321,5,0
SBV050,SBV321,7,0
SBV051,SBV321,5,0
SBV052,SBV321,7,0
SBV053,SBV321,9,1
SBV054,SBV321,9,0
SBV055,SBV321,7,0
SBV056,SBV321,8,0
SBV057,SBV321,6,1
SBV058,SBV321,9,0
SBV059,SBV321,5,0
SBV060,SBV321,10,0
SBV061,SBV321,8,0
SBV062,SBV321,9,0
SBV063,SBV321,6,1
SBV064,SBV321,8,0
SBV067,SBV321,7,0
SBV068,SBV321,9,0
SBV069,SBV321,4,0
SBV070,SBV321,9,0
SBV071,SBV321,5,0
SBV072,SBV321,14,1
SBV075,SBV321,6,1
SBV076,SBV321,5,1
SBV077,SBV321,6,1
SBV078,SBV321,9,1
SBV079,SBV321,4,1
SBV080,SBV321,9,1
SBV081,SBV321,5,1
SBV082,SBV321,4,1
SBV083,SBV321,5,1
SBV084,SBV321,5,0
SBV087,SBV321,6,1
SBV088,SBV321,10,0
SBV089,SBV321,7,0
SBV090,SBV321,8,0
SBV091,SBV321,10,0
SBV092,SBV321,9,0
SBV093,SBV321,8,1
SBV094,SBV321,7,0
SBV095,SBV321,7,0
SBV096,SBV321,5,0
SBV097,SBV321,5,0
SBV098,SBV321,5,0
SBV099,SBV321,8,0
SBV100,SBV321,6,0
SBV101,SBV321,4,0
SBV102,SBV321,12,0
SBV103,SBV321,10,0
SBV104,SBV321,7,0
SBV105,SBV321,6,0
SBV106,SBV321,4,0
SBV107,SBV321,11,0
SBV108,SBV321,4,0
SBV109,SBV321,8,0
SBV110,SBV321,10,0
SBV111,SBV321,5,0
SBV112,SBV321,5,0
SBV113,SBV321,9,1
SBV114,SBV321,6,1
SBV115,SBV321,6,1
SBV116,SBV321,11,1
SBV117,SBV321,5,1
SBV118,SBV321,6,1
SBV119,SBV321,9,1
SBV121,SBV321,5,1
SBV122,SBV321,6,1
SBV123,SBV321,5,1
SBV124,SBV321,5,1
SBV125,SBV321,5,0
SBV127,SBV321,9,0
SBV128,SBV321,5,0
SBV130,SBV321,5,0
SBV132,SBV321,8,0
SBV133,SBV321,7,0
SBV134,SBV321,7,0
SBV135,SBV321,8,1
SBV136,SBV321,6,1
SBV138,SBV321,6,0
SBV139,SBV321,8,0
SBV140,SBV321,5,0
SBV141,SBV321,7,0
SBV142,SBV321,8,0
SBV143,SBV321,5,0
SBV144,SBV321,9,0
SBV145,SBV321,7,1
SBV146,SBV321,6,0
SBV147,SBV321,11,0
SBV148,SBV321,5,0
SBV150,SBV321,5,0
SBV151,SBV321,9,0
SBV152,SBV321,8,0
SBV153,SBV321,6,0
SBV156,SBV321,9,1
SBV157,SBV321,9,1
SBV158,SBV321,6,1
SBV159,SBV321,9,1
SBV160,SBV321,8,1
SBV161,SBV321,12,1
SBV162,SBV321,7,1
SBV163,SBV321,6,1
SBV164,SBV321,7,1
SBV165,SBV321,11,1
SBV166,SBV321,5,1
SBV167,SBV321,5,1
SBV168,SBV321,5,1
SBV169,SBV321,8,1
SBV170,SBV321,13,1
SBV171,SBV321,5,1
SBV172,SBV321,6,0
SBV173,SBV321,5,0
SBV174,SBV321,6,0
SBV175,SBV321,5,0
SBV176,SBV321,12,1
SBV218,SBV321,9,0
SBV234,SBV321,8,0
SBV235,SBV321,6,0
SBV240,SBV321,8,0
SBV257,SBV321,7,0
SBV269,SBV321,11,0
SBV270,SBV321,13,0
SBV271,SBV321,10,0
SBV272,SBV321,7,0
SBV273,SBV321,13,0
SBV274,SBV321,16,0
SBV275,SBV321,15,0
SBV276,SBV321,16,0
SBV277,SBV321,14,0
SBV278,SBV321,7,0
SBV279,SBV321,5,0
SBV280,SBV321,5,0
SBV281,SBV321,8,0
SBV282,SBV321,11,0
SBV283,SBV321,9,0
SBV284,SBV321,13,1
SBV285,SBV321,7,0
SBV286,SBV321,13,0
SBV287,SBV321,8,0
SBV288,SBV321,11,0
SBV289,SBV321,13,0
SBV290,SBV321,12,1
SBV291,SBV321,8,0
SBV292,SBV321,13,0
SBV293,SBV321,7,1
SBV294,SBV321,8,1
SBV295,SBV321,14,1
SBV296,SBV321,6,1
SBV297,SBV321,5,1
SBV298,SBV321,9,1
SBV299,SBV321,8,1
SBV300,SBV321,9,1
SBV301,SBV321,13,1
SBV302,SBV321,10,1
SBV305,SBV321,16,1
SBV306,SBV321,14,1
SBV307,SBV321,14,0
SBV308,SBV321,8,0
SBV310,SBV321,14,0
SBV311,SBV321,12,0
SBV312,SBV321,12,0
SBV313,SBV321,78,1
SBV314,SBV321,9,0
SBV315,SBV321,10,0
SBV316,SBV321,17,0
SBV317,SBV321,12,0
SBV318,SBV321,10,1
SBV319,SBV321,16,1
SBV320,SBV321,11,0
SBV321,SBV321,0,0
SBV322,SBV321,7,0
SBV323,SBV321,10,0
SBV324,SBV321,8,0
SBV325,SBV321,11,0
SBV326,SBV321,11,0
SBV327,SBV321,11,0
SBV328,SBV321,9,0
SBV329,SBV321,10,0
SBV330,SBV321,11,0
SBV331,SBV321,15,0
SBV332,SBV321,5,0
SBV333,SBV321,8,1
SBV334,SBV321,14,0
SBV335,SBV321,11,0
SBV336,SBV321,9,0
SBV337,SBV321,5,0
SBV338,SBV321,15,1
SBV339,SBV321,13,1
SBV340,SBV321,13,1
SBV341,SBV321,16,1
SBV343,SBV321,16,0
SBV344,SBV321,9,1
SBV345,SBV321,5,1
SBV347,SBV321,8,1
SBV348,SBV321,3,1
SBV349,SBV321,8,1
SBV350,SBV321,13,1
SBV351,SBV321,12,1
SBV352,SBV321,15,1
SBV353,SBV321,9,0
SBV354,SBV321,11,0
SBV355,SBV321,6,1
SBV356,SBV321,8,1
SBV357,SBV321,10,0
SBV358,SBV321,11,0
SBV359,SBV321,11,0
SBV361,SBV321,5,0
SBV362,SBV321,10,0
SBV363,SBV321,16,0
SBV364,SBV321,15,1
SBV365,SBV321,10,0
SBV366,SBV321,12,0
SBV367,SBV321,13,1
SBV368,SBV321,16,0
SBV369,SBV321,9,0
SBV370,SBV321,15,1
SBV371,SBV321,13,0
SBV372,SBV321,10,1
SBV373,SBV321,10,0
SBV374,SBV321,18,1
SBV375,SBV321,6,0
SBV376,SBV321,15,0
SBV005,SBV322,38,1
SBV007,SBV322,5,0
SBV010,SBV322,63,1
SBV011,SBV322,85,1
SBV019,SBV322,70,0
SBV021,SBV322,69,1
SBV022,SBV322,16,1
SBV023,SBV322,2,0
SBV024,SBV322,70,1
SBV025,SBV322,6,0
SBV027,SBV322,4,1
SBV029,SBV322,74,0
SBV030,SBV322,7,1
SBV032,SBV322,74,1
SBV033,SBV322,6,1
SBV035,SBV322,4,1
SBV036,SBV322,4,1
SBV037,SBV322,6,1
SBV038,SBV322,7,1
SBV039,SBV322,5,1
SBV041,SBV322,3,1
SBV042,SBV322,4,1
SBV043,SBV322,4,0
SBV044,SBV322,4,0
SBV045,SBV322,2,0
SBV046,SBV322,3,0
SBV047,SBV322,2,0
SBV048,SBV322,2,0
SBV049,SBV322,2,0
SBV050,SBV322,4,0
SBV051,SBV322,2,0
SBV052,SBV322,4,0
SBV053,SBV322,6,1
SBV054,SBV322,6,0
SBV055,SBV322,4,0
SBV056,SBV322,5,0
SBV057,SBV322,3,1
SBV058,SBV322,6,0
SBV059,SBV322,2,0
SBV060,SBV322,7,0
SBV061,SBV322,5,0
SBV062,SBV322,6,0
SBV063,SBV322,3,1
SBV064,SBV322,5,0
SBV067,SBV322,4,0
SBV068,SBV322,6,0
SBV069,SBV322,3,0
SBV070,SBV322,6,0
SBV071,SBV322,2,0
SBV072,SBV322,11,1
SBV075,SBV322,3,1
SBV076,SBV322,2,1
SBV077,SBV322,3,1
SBV078,SBV322,6,1
SBV079,SBV322,3,1
SBV080,SBV322,6,1
SBV081,SBV322,2,1
SBV082,SBV322,3,1
SBV083,SBV322,2,1
SBV084,SBV322,2,0
SBV087,SBV322,3,1
SBV088,SBV322,7,0
SBV089,SBV322,4,0
SBV090,SBV322,5,0
SBV091,SBV322,7,0
SBV092,SBV322,6,0
SBV093,SBV322,5,1
SBV094,SBV322,4,0
SBV095,SBV322,4,0
SBV096,SBV322,2,0
SBV097,SBV322,2,0
SBV098,SBV322,2,0
SBV099,SBV322,5,0
SBV100,SBV322,3,0
SBV101,SBV322,3,0
SBV102,SBV322,9,0
SBV103,SBV322,7,0
SBV104,SBV322,4,0
SBV105,SBV322,5,0
SBV106,SBV322,3,0
SBV107,SBV322,8,0
SBV108,SBV322,3,0
SBV109,SBV322,7,0
SBV110,SBV322,7,0
SBV111,SBV322,4,0
SBV112,SBV322,2,0
SBV113,SBV322,6,1
SBV114,SBV322,3,1
SBV115,SBV322,3,1
