snp.dists.0.8.2,variable,value,same_source
SGV051,SGV075,17,0
SGV052,SGV075,7,1
SGV053,SGV075,8,0
SGV054,SGV075,10,1
SGV055,SGV075,9,0
SGV056,SGV075,9,1
SGV057,SGV075,7,0
SGV058,SGV075,7,1
SGV059,SGV075,5,0
SGV060,SGV075,20,0
SGV061,SGV075,18,1
SGV062,SGV075,7,0
SGV063,SGV075,13,1
SGV064,SGV075,16,0
SGV065,SGV075,13,1
SGV066,SGV075,14,1
SGV067,SGV075,11,0
SGV068,SGV075,19,1
SGV069,SGV075,17,0
SGV070,SGV075,8,1
SGV071,SGV075,5,1
SGV072,SGV075,13,1
SGV073,SGV075,8,1
SGV075,SGV075,0,0
SGV077,SGV075,7,1
SGV078,SGV075,6,0
SGV079,SGV075,19,1
SGV080,SGV075,9,1
SGV004,SGV077,101,1
SGV021,SGV077,11,1
SGV022,SGV077,9,1
SGV023,SGV077,13,1
SGV025,SGV077,11,1
SGV026,SGV077,11,1
SGV028,SGV077,13,1
SGV029,SGV077,12,1
SGV030,SGV077,16,1
SGV031,SGV077,13,1
SGV032,SGV077,15,1
SGV033,SGV077,15,1
SGV034,SGV077,16,1
SGV035,SGV077,11,1
SGV036,SGV077,11,1
SGV037,SGV077,14,1
SGV038,SGV077,16,1
SGV039,SGV077,10,0
SGV040,SGV077,18,1
SGV041,SGV077,14,1
SGV042,SGV077,14,1
SGV043,SGV077,17,1
SGV044,SGV077,15,1
SGV045,SGV077,17,0
SGV046,SGV077,9,1
SGV047,SGV077,19,1
SGV048,SGV077,9,1
SGV049,SGV077,15,1
SGV050,SGV077,9,1
SGV051,SGV077,18,1
SGV052,SGV077,8,0
SGV053,SGV077,9,1
SGV054,SGV077,11,0
SGV055,SGV077,10,1
SGV056,SGV077,10,0
SGV057,SGV077,8,1
SGV058,SGV077,8,0
SGV059,SGV077,6,1
SGV060,SGV077,21,1
SGV061,SGV077,19,0
SGV062,SGV077,8,1
SGV063,SGV077,14,1
SGV064,SGV077,17,1
SGV065,SGV077,14,0
SGV066,SGV077,15,1
SGV067,SGV077,10,1
SGV068,SGV077,20,0
SGV069,SGV077,18,1
SGV070,SGV077,9,0
SGV071,SGV077,6,1
SGV072,SGV077,14,1
SGV073,SGV077,9,0
SGV075,SGV077,7,1
SGV077,SGV077,0,0
SGV078,SGV077,7,1
SGV079,SGV077,20,0
SGV080,SGV077,10,1
SGV004,SGV078,100,0
SGV021,SGV078,10,0
SGV022,SGV078,8,0
SGV023,SGV078,12,0
SGV025,SGV078,10,0
SGV026,SGV078,10,0
SGV028,SGV078,12,0
SGV029,SGV078,11,0
SGV030,SGV078,15,0
SGV031,SGV078,12,0
SGV032,SGV078,14,1
SGV033,SGV078,14,1
SGV034,SGV078,15,1
SGV035,SGV078,10,1
SGV036,SGV078,10,0
SGV037,SGV078,13,0
SGV038,SGV078,15,0
SGV039,SGV078,9,1
SGV040,SGV078,17,0
SGV041,SGV078,13,0
SGV042,SGV078,13,0
SGV043,SGV078,16,0
SGV044,SGV078,14,0
SGV045,SGV078,16,1
SGV046,SGV078,10,0
SGV047,SGV078,18,0
SGV048,SGV078,10,0
SGV049,SGV078,14,1
SGV050,SGV078,8,1
SGV051,SGV078,17,0
SGV052,SGV078,7,1
SGV053,SGV078,8,0
SGV054,SGV078,10,1
SGV055,SGV078,9,0
SGV056,SGV078,9,1
SGV057,SGV078,7,0
SGV058,SGV078,7,1
SGV059,SGV078,5,0
SGV060,SGV078,20,0
SGV061,SGV078,18,1
SGV062,SGV078,7,0
SGV063,SGV078,13,1
SGV064,SGV078,16,0
SGV065,SGV078,13,1
SGV066,SGV078,14,1
SGV067,SGV078,11,0
SGV068,SGV078,19,1
SGV069,SGV078,17,0
SGV070,SGV078,8,1
SGV071,SGV078,5,1
SGV072,SGV078,13,1
SGV073,SGV078,8,1
SGV075,SGV078,6,0
SGV077,SGV078,7,1
SGV078,SGV078,0,0
SGV079,SGV078,19,1
SGV080,SGV078,9,1
SGV004,SGV079,106,1
SGV021,SGV079,19,1
SGV022,SGV079,21,1
SGV023,SGV079,11,1
SGV025,SGV079,19,1
SGV026,SGV079,19,1
SGV028,SGV079,13,1
SGV029,SGV079,18,1
SGV030,SGV079,23,1
SGV031,SGV079,9,1
SGV032,SGV079,11,1
SGV033,SGV079,23,1
SGV034,SGV079,16,1
SGV035,SGV079,19,1
SGV036,SGV079,19,1
SGV037,SGV079,22,1
SGV038,SGV079,14,1
SGV039,SGV079,18,0
SGV040,SGV079,12,1
SGV041,SGV079,22,1
SGV042,SGV079,22,1
SGV043,SGV079,25,1
SGV044,SGV079,23,1
SGV045,SGV079,17,0
SGV046,SGV079,23,1
SGV047,SGV079,27,1
SGV048,SGV079,23,1
SGV049,SGV079,15,1
SGV050,SGV079,21,1
SGV051,SGV079,8,1
SGV052,SGV079,20,0
SGV053,SGV079,21,1
SGV054,SGV079,19,0
SGV055,SGV079,22,1
SGV056,SGV079,22,0
SGV057,SGV079,20,1
SGV058,SGV079,20,0
SGV059,SGV079,18,1
SGV060,SGV079,21,1
SGV061,SGV079,27,0
SGV062,SGV079,20,1
SGV063,SGV079,22,1
SGV064,SGV079,11,1
SGV065,SGV079,22,0
SGV066,SGV079,23,1
SGV067,SGV079,24,1
SGV068,SGV079,28,0
SGV069,SGV079,14,1
SGV070,SGV079,21,0
SGV071,SGV079,14,1
SGV072,SGV079,14,1
SGV073,SGV079,21,0
SGV075,SGV079,19,1
SGV077,SGV079,20,0
SGV078,SGV079,19,1
SGV079,SGV079,0,0
SGV080,SGV079,22,1
SGV004,SGV080,103,1
SGV021,SGV080,13,1
SGV022,SGV080,11,1
SGV023,SGV080,15,1
SGV025,SGV080,13,1
SGV026,SGV080,13,1
SGV028,SGV080,15,1
SGV029,SGV080,13,1
SGV030,SGV080,18,1
SGV031,SGV080,15,1
SGV032,SGV080,17,1
SGV033,SGV080,17,1
SGV034,SGV080,18,1
SGV035,SGV080,13,1
SGV036,SGV080,13,1
SGV037,SGV080,16,1
SGV038,SGV080,18,1
SGV039,SGV080,12,1
SGV040,SGV080,20,1
SGV041,SGV080,16,1
SGV042,SGV080,16,1
SGV043,SGV080,19,1
SGV044,SGV080,17,1
SGV045,SGV080,19,1
SGV046,SGV080,13,1
SGV047,SGV080,21,1
SGV048,SGV080,13,1
SGV049,SGV080,17,1
SGV050,SGV080,11,1
SGV051,SGV080,20,1
SGV052,SGV080,10,1
SGV053,SGV080,11,1
SGV054,SGV080,13,1
SGV055,SGV080,12,1
SGV056,SGV080,10,1
SGV057,SGV080,10,1
SGV058,SGV080,10,1
SGV059,SGV080,8,1
SGV060,SGV080,23,1
SGV061,SGV080,21,1
SGV062,SGV080,10,1
SGV063,SGV080,16,1
SGV064,SGV080,19,1
SGV065,SGV080,16,1
SGV066,SGV080,17,1
SGV067,SGV080,14,1
SGV068,SGV080,22,1
SGV069,SGV080,20,1
SGV070,SGV080,11,1
SGV071,SGV080,8,1
SGV072,SGV080,16,1
SGV073,SGV080,9,1
SGV075,SGV080,9,1
SGV077,SGV080,10,1
SGV078,SGV080,9,1
SGV079,SGV080,22,1
SGV080,SGV080,0,0
