"","snp.dists.0.8.2","ST1","variable","ST2","value"
"4100","SGV021",654,"SGV057",654,11
"4101","SGV022",654,"SGV057",654,9
"4102","SGV023",654,"SGV057",654,13
"4103","SGV025",654,"SGV057",654,11
"4104","SGV026",654,"SGV057",654,11
"4106","SGV028",654,"SGV057",654,13
"4107","SGV029",654,"SGV057",654,12
"4108","SGV030",654,"SGV057",654,16
"4109","SGV031",654,"SGV057",654,13
"4110","SGV032",654,"SGV057",654,15
"4111","SGV033",654,"SGV057",654,15
"4112","SGV034",654,"SGV057",654,16
"4113","SGV035",654,"SGV057",654,11
"4114","SGV036",654,"SGV057",654,11
"4115","SGV037",654,"SGV057",654,14
"4116","SGV038",654,"SGV057",654,16
"4117","SGV039",654,"SGV057",654,10
"4118","SGV040",654,"SGV057",654,18
"4119","SGV041",654,"SGV057",654,14
"4120","SGV042",654,"SGV057",654,14
"4121","SGV043",654,"SGV057",654,17
"4122","SGV044",654,"SGV057",654,15
"4123","SGV045",654,"SGV057",654,17
"4124","SGV046",654,"SGV057",654,11
"4125","SGV047",654,"SGV057",654,19
"4126","SGV048",654,"SGV057",654,11
"4127","SGV049",654,"SGV057",654,15
"4128","SGV050",654,"SGV057",654,9
"4129","SGV051",654,"SGV057",654,18
"4130","SGV052",654,"SGV057",654,8
"4131","SGV053",654,"SGV057",654,9
"4132","SGV054",654,"SGV057",654,11
"4133","SGV055",654,"SGV057",654,10
"4134","SGV056",654,"SGV057",654,10
"4135","SGV057",654,"SGV057",654,0
"4136","SGV058",654,"SGV057",654,8
"4137","SGV059",654,"SGV057",654,6
"4138","SGV060",654,"SGV057",654,21
"4139","SGV061",654,"SGV057",654,19
"4140","SGV062",654,"SGV057",654,8
"4141","SGV063",654,"SGV057",654,14
"4142","SGV064",654,"SGV057",654,17
"4143","SGV065",654,"SGV057",654,14
"4144","SGV066",654,"SGV057",654,15
"4145","SGV067",654,"SGV057",654,12
"4146","SGV068",654,"SGV057",654,20
"4147","SGV069",654,"SGV057",654,18
"4148","SGV070",654,"SGV057",654,9
"4149","SGV071",654,"SGV057",654,6
"4150","SGV072",654,"SGV057",654,14
"4151","SGV073",654,"SGV057",654,9
"4152","SGV075",654,"SGV057",654,7
"4153","SGV077",654,"SGV057",654,8
"4154","SGV078",654,"SGV057",654,7
"4155","SGV079",654,"SGV057",654,20
"4156","SGV080",654,"SGV057",654,10
"4161","SGV004",654,"SGV058",654,101
"4177","SGV021",654,"SGV058",654,11
"4178","SGV022",654,"SGV058",654,9
"4179","SGV023",654,"SGV058",654,13
"4180","SGV025",654,"SGV058",654,11
"4181","SGV026",654,"SGV058",654,11
"4183","SGV028",654,"SGV058",654,13
"4184","SGV029",654,"SGV058",654,12
"4185","SGV030",654,"SGV058",654,16
"4186","SGV031",654,"SGV058",654,13
"4187","SGV032",654,"SGV058",654,15
"4188","SGV033",654,"SGV058",654,15
"4189","SGV034",654,"SGV058",654,16
"4190","SGV035",654,"SGV058",654,11
"4191","SGV036",654,"SGV058",654,11
"4192","SGV037",654,"SGV058",654,14
"4193","SGV038",654,"SGV058",654,16
"4194","SGV039",654,"SGV058",654,10
"4195","SGV040",654,"SGV058",654,18
"4196","SGV041",654,"SGV058",654,14
"4197","SGV042",654,"SGV058",654,14
"4198","SGV043",654,"SGV058",654,17
"4199","SGV044",654,"SGV058",654,15
"4200","SGV045",654,"SGV058",654,17
"4201","SGV046",654,"SGV058",654,11
"4202","SGV047",654,"SGV058",654,19
"4203","SGV048",654,"SGV058",654,11
"4204","SGV049",654,"SGV058",654,15
"4205","SGV050",654,"SGV058",654,9
"4206","SGV051",654,"SGV058",654,18
"4207","SGV052",654,"SGV058",654,0
"4208","SGV053",654,"SGV058",654,1
"4209","SGV054",654,"SGV058",654,11
"4210","SGV055",654,"SGV058",654,2
"4211","SGV056",654,"SGV058",654,10
"4212","SGV057",654,"SGV058",654,8
"4213","SGV058",654,"SGV058",654,0
"4214","SGV059",654,"SGV058",654,6
"4215","SGV060",654,"SGV058",654,21
"4216","SGV061",654,"SGV058",654,19
"4217","SGV062",654,"SGV058",654,4
"4218","SGV063",654,"SGV058",654,14
"4219","SGV064",654,"SGV058",654,17
"4220","SGV065",654,"SGV058",654,14
"4221","SGV066",654,"SGV058",654,15
"4222","SGV067",654,"SGV058",654,12
"4223","SGV068",654,"SGV058",654,20
"4224","SGV069",654,"SGV058",654,18
"4225","SGV070",654,"SGV058",654,9
"4226","SGV071",654,"SGV058",654,6
"4227","SGV072",654,"SGV058",654,14
"4228","SGV073",654,"SGV058",654,9
"4229","SGV075",654,"SGV058",654,7
"4230","SGV077",654,"SGV058",654,8
"4231","SGV078",654,"SGV058",654,7
"4232","SGV079",654,"SGV058",654,20
"4233","SGV080",654,"SGV058",654,10
"4238","SGV004",654,"SGV059",654,99
"4254","SGV021",654,"SGV059",654,9
"4255","SGV022",654,"SGV059",654,7
"4256","SGV023",654,"SGV059",654,11
"4257","SGV025",654,"SGV059",654,9
"4258","SGV026",654,"SGV059",654,9
"4260","SGV028",654,"SGV059",654,11
"4261","SGV029",654,"SGV059",654,10
"4262","SGV030",654,"SGV059",654,14
"4263","SGV031",654,"SGV059",654,11
"4264","SGV032",654,"SGV059",654,13
"4265","SGV033",654,"SGV059",654,13
"4266","SGV034",654,"SGV059",654,14
"4267","SGV035",654,"SGV059",654,9
"4268","SGV036",654,"SGV059",654,9
"4269","SGV037",654,"SGV059",654,12
"4270","SGV038",654,"SGV059",654,14
"4271","SGV039",654,"SGV059",654,8
"4272","SGV040",654,"SGV059",654,16
"4273","SGV041",654,"SGV059",654,12
"4274","SGV042",654,"SGV059",654,12
"4275","SGV043",654,"SGV059",654,15
"4276","SGV044",654,"SGV059",654,13
"4277","SGV045",654,"SGV059",654,15
"4278","SGV046",654,"SGV059",654,9
"4279","SGV047",654,"SGV059",654,17
"4280","SGV048",654,"SGV059",654,9
"4281","SGV049",654,"SGV059",654,13
"4282","SGV050",654,"SGV059",654,7
"4283","SGV051",654,"SGV059",654,16
"4284","SGV052",654,"SGV059",654,6
"4285","SGV053",654,"SGV059",654,7
"4286","SGV054",654,"SGV059",654,9
"4287","SGV055",654,"SGV059",654,8
"4288","SGV056",654,"SGV059",654,8
"4289","SGV057",654,"SGV059",654,6
"4290","SGV058",654,"SGV059",654,6
"4291","SGV059",654,"SGV059",654,0
"4292","SGV060",654,"SGV059",654,19
"4293","SGV061",654,"SGV059",654,17
"4294","SGV062",654,"SGV059",654,6
"4295","SGV063",654,"SGV059",654,12
"4296","SGV064",654,"SGV059",654,15
"4297","SGV065",654,"SGV059",654,12
"4298","SGV066",654,"SGV059",654,13
"4299","SGV067",654,"SGV059",654,10
"4300","SGV068",654,"SGV059",654,18
"4301","SGV069",654,"SGV059",654,16
"4302","SGV070",654,"SGV059",654,7
"4303","SGV071",654,"SGV059",654,4
"4304","SGV072",654,"SGV059",654,12
"4305","SGV073",654,"SGV059",654,7
"4306","SGV075",654,"SGV059",654,5
"4307","SGV077",654,"SGV059",654,6
"4308","SGV078",654,"SGV059",654,5
"4309","SGV079",654,"SGV059",654,18
"4310","SGV080",654,"SGV059",654,8
"4315","SGV004",654,"SGV060",654,108
"4331","SGV021",654,"SGV060",654,20
"4332","SGV022",654,"SGV060",654,22
"4333","SGV023",654,"SGV060",654,14
"4334","SGV025",654,"SGV060",654,20
"4335","SGV026",654,"SGV060",654,20
"4337","SGV028",654,"SGV060",654,8
"4338","SGV029",654,"SGV060",654,20
"4339","SGV030",654,"SGV060",654,25
"4340","SGV031",654,"SGV060",654,14
"4341","SGV032",654,"SGV060",654,16
"4342","SGV033",654,"SGV060",654,24
"4343","SGV034",654,"SGV060",654,5
"4344","SGV035",654,"SGV060",654,20
"4345","SGV036",654,"SGV060",654,20
"4346","SGV037",654,"SGV060",654,23
"4347","SGV038",654,"SGV060",654,17
"4348","SGV039",654,"SGV060",654,19
"4349","SGV040",654,"SGV060",654,19
"4350","SGV041",654,"SGV060",654,23
"4351","SGV042",654,"SGV060",654,23
"4352","SGV043",654,"SGV060",654,26
"4353","SGV044",654,"SGV060",654,24
"4354","SGV045",654,"SGV060",654,12
"4355","SGV046",654,"SGV060",654,24
"4356","SGV047",654,"SGV060",654,28
"4357","SGV048",654,"SGV060",654,24
"4358","SGV049",654,"SGV060",654,10
"4359","SGV050",654,"SGV060",654,22
"4360","SGV051",654,"SGV060",654,19
"4361","SGV052",654,"SGV060",654,21
"4362","SGV053",654,"SGV060",654,22
"4363","SGV054",654,"SGV060",654,20
"4364","SGV055",654,"SGV060",654,23
"4365","SGV056",654,"SGV060",654,23
"4366","SGV057",654,"SGV060",654,21
"4367","SGV058",654,"SGV060",654,21
"4368","SGV059",654,"SGV060",654,19
"4369","SGV060",654,"SGV060",654,0
"4370","SGV061",654,"SGV060",654,28
"4371","SGV062",654,"SGV060",654,21
"4372","SGV063",654,"SGV060",654,23
"4373","SGV064",654,"SGV060",654,18
"4374","SGV065",654,"SGV060",654,23
"4375","SGV066",654,"SGV060",654,24
"4376","SGV067",654,"SGV060",654,25
"4377","SGV068",654,"SGV060",654,29
"4378","SGV069",654,"SGV060",654,19
"4379","SGV070",654,"SGV060",654,22
"4380","SGV071",654,"SGV060",654,15
"4381","SGV072",654,"SGV060",654,9
"4382","SGV073",654,"SGV060",654,22
"4383","SGV075",654,"SGV060",654,20
"4384","SGV077",654,"SGV060",654,21
"4385","SGV078",654,"SGV060",654,20
"4386","SGV079",654,"SGV060",654,21
"4387","SGV080",654,"SGV060",654,23
"4392","SGV004",654,"SGV061",654,108
"4408","SGV021",654,"SGV061",654,18
"4409","SGV022",654,"SGV061",654,20
"4410","SGV023",654,"SGV061",654,20
"4411","SGV025",654,"SGV061",654,18
"4412","SGV026",654,"SGV061",654,18
"4414","SGV028",654,"SGV061",654,20
"4415","SGV029",654,"SGV061",654,19
"4416","SGV030",654,"SGV061",654,23
"4417","SGV031",654,"SGV061",654,20
"4418","SGV032",654,"SGV061",654,22
"4419","SGV033",654,"SGV061",654,22
"4420","SGV034",654,"SGV061",654,23
"4421","SGV035",654,"SGV061",654,18
"4422","SGV036",654,"SGV061",654,18
"4423","SGV037",654,"SGV061",654,21
"4424","SGV038",654,"SGV061",654,23
"4425","SGV039",654,"SGV061",654,17
"4426","SGV040",654,"SGV061",654,25
"4427","SGV041",654,"SGV061",654,21
"4428","SGV042",654,"SGV061",654,9
"4429","SGV043",654,"SGV061",654,24
"4430","SGV044",654,"SGV061",654,22
"4431","SGV045",654,"SGV061",654,24
"4432","SGV046",654,"SGV061",654,22
"4433","SGV047",654,"SGV061",654,26
"4434","SGV048",654,"SGV061",654,22
"4435","SGV049",654,"SGV061",654,22
"4436","SGV050",654,"SGV061",654,20
"4437","SGV051",654,"SGV061",654,25
"4438","SGV052",654,"SGV061",654,19
"4439","SGV053",654,"SGV061",654,20
"4440","SGV054",654,"SGV061",654,18
"4441","SGV055",654,"SGV061",654,21
"4442","SGV056",654,"SGV061",654,21
"4443","SGV057",654,"SGV061",654,19
"4444","SGV058",654,"SGV061",654,19
"4445","SGV059",654,"SGV061",654,17
"4446","SGV060",654,"SGV061",654,28
"4447","SGV061",654,"SGV061",654,0
"4448","SGV062",654,"SGV061",654,19
"4449","SGV063",654,"SGV061",654,21
"4450","SGV064",654,"SGV061",654,24
"4451","SGV065",654,"SGV061",654,5
"4452","SGV066",654,"SGV061",654,22
"4453","SGV067",654,"SGV061",654,23
"4454","SGV068",654,"SGV061",654,27
"4455","SGV069",654,"SGV061",654,25
"4456","SGV070",654,"SGV061",654,20
"4457","SGV071",654,"SGV061",654,13
"4458","SGV072",654,"SGV061",654,21
"4459","SGV073",654,"SGV061",654,20
"4460","SGV075",654,"SGV061",654,18
"4461","SGV077",654,"SGV061",654,19
"4462","SGV078",654,"SGV061",654,18
"4463","SGV079",654,"SGV061",654,27
"4464","SGV080",654,"SGV061",654,21
"4469","SGV004",654,"SGV062",654,101
"4485","SGV021",654,"SGV062",654,9
"4486","SGV022",654,"SGV062",654,9
"4487","SGV023",654,"SGV062",654,13
"4488","SGV025",654,"SGV062",654,9
"4489","SGV026",654,"SGV062",654,9
"4491","SGV028",654,"SGV062",654,13
"4492","SGV029",654,"SGV062",654,10
"4493","SGV030",654,"SGV062",654,14
"4494","SGV031",654,"SGV062",654,13
"4495","SGV032",654,"SGV062",654,15
"4496","SGV033",654,"SGV062",654,13
"4497","SGV034",654,"SGV062",654,16
"4498","SGV035",654,"SGV062",654,9
"4499","SGV036",654,"SGV062",654,9
"4500","SGV037",654,"SGV062",654,12
"4501","SGV038",654,"SGV062",654,16
"4502","SGV039",654,"SGV062",654,8
"4503","SGV040",654,"SGV062",654,16
"4504","SGV041",654,"SGV062",654,12
"4505","SGV042",654,"SGV062",654,14
"4506","SGV043",654,"SGV062",654,15
"4507","SGV044",654,"SGV062",654,13
"4508","SGV045",654,"SGV062",654,17
"4509","SGV046",654,"SGV062",654,11
"4510","SGV047",654,"SGV062",654,17
"4511","SGV048",654,"SGV062",654,10
"4512","SGV049",654,"SGV062",654,15
"4513","SGV050",654,"SGV062",654,9
"4514","SGV051",654,"SGV062",654,18
"4515","SGV052",654,"SGV062",654,4
"4516","SGV053",654,"SGV062",654,5
"4517","SGV054",654,"SGV062",654,9
"4518","SGV055",654,"SGV062",654,5
"4519","SGV056",654,"SGV062",654,10
"4520","SGV057",654,"SGV062",654,8
"4521","SGV058",654,"SGV062",654,4
"4522","SGV059",654,"SGV062",654,6
"4523","SGV060",654,"SGV062",654,21
"4524","SGV061",654,"SGV062",654,19
"4525","SGV062",654,"SGV062",654,0
"4526","SGV063",654,"SGV062",654,12
"4527","SGV064",654,"SGV062",654,17
"4528","SGV065",654,"SGV062",654,14
"4529","SGV066",654,"SGV062",654,13
"4530","SGV067",654,"SGV062",654,12
"4531","SGV068",654,"SGV062",654,18
"4532","SGV069",654,"SGV062",654,18
"4533","SGV070",654,"SGV062",654,9
"4534","SGV071",654,"SGV062",654,6
"4535","SGV072",654,"SGV062",654,14
"4536","SGV073",654,"SGV062",654,9
"4537","SGV075",654,"SGV062",654,7
"4538","SGV077",654,"SGV062",654,8
"4539","SGV078",654,"SGV062",654,7
"4540","SGV079",654,"SGV062",654,20
"4541","SGV080",654,"SGV062",654,10
"4546","SGV004",654,"SGV063",654,103
"4562","SGV021",654,"SGV063",654,3
"4563","SGV022",654,"SGV063",654,15
"4564","SGV023",654,"SGV063",654,15
"4565","SGV025",654,"SGV063",654,3
"4566","SGV026",654,"SGV063",654,5
"4568","SGV028",654,"SGV063",654,15
"4569","SGV029",654,"SGV063",654,4
"4570","SGV030",654,"SGV063",654,8
"4571","SGV031",654,"SGV063",654,15
"4572","SGV032",654,"SGV063",654,17
"4573","SGV033",654,"SGV063",654,3
"4574","SGV034",654,"SGV063",654,18
"4575","SGV035",654,"SGV063",654,5
"4576","SGV036",654,"SGV063",654,5
"4577","SGV037",654,"SGV063",654,6
"4578","SGV038",654,"SGV063",654,18
"4579","SGV039",654,"SGV063",654,4
"4580","SGV040",654,"SGV063",654,18
"4581","SGV041",654,"SGV063",654,6
"4582","SGV042",654,"SGV063",654,16
"4583","SGV043",654,"SGV063",654,9
"4584","SGV044",654,"SGV063",654,7
"4585","SGV045",654,"SGV063",654,19
"4586","SGV046",654,"SGV063",654,17
"4587","SGV047",654,"SGV063",654,11
"4588","SGV048",654,"SGV063",654,16
"4589","SGV049",654,"SGV063",654,17
"4590","SGV050",654,"SGV063",654,15
"4591","SGV051",654,"SGV063",654,20
"4592","SGV052",654,"SGV063",654,14
"4593","SGV053",654,"SGV063",654,15
"4594","SGV054",654,"SGV063",654,5
"4595","SGV055",654,"SGV063",654,15
"4596","SGV056",654,"SGV063",654,16
"4597","SGV057",654,"SGV063",654,14
"4598","SGV058",654,"SGV063",654,14
"4599","SGV059",654,"SGV063",654,12
"4600","SGV060",654,"SGV063",654,23
"4601","SGV061",654,"SGV063",654,21
"4602","SGV062",654,"SGV063",654,12
"4603","SGV063",654,"SGV063",654,0
"4604","SGV064",654,"SGV063",654,19
"4605","SGV065",654,"SGV063",654,16
"4606","SGV066",654,"SGV063",654,7
"4607","SGV067",654,"SGV063",654,18
"4608","SGV068",654,"SGV063",654,12
"4609","SGV069",654,"SGV063",654,20
"4610","SGV070",654,"SGV063",654,15
"4611","SGV071",654,"SGV063",654,8
"4612","SGV072",654,"SGV063",654,16
"4613","SGV073",654,"SGV063",654,15
"4614","SGV075",654,"SGV063",654,13
"4615","SGV077",654,"SGV063",654,14
"4616","SGV078",654,"SGV063",654,13
"4617","SGV079",654,"SGV063",654,22
"4618","SGV080",654,"SGV063",654,16
"4623","SGV004",654,"SGV064",654,104
"4639","SGV021",654,"SGV064",654,16
"4640","SGV022",654,"SGV064",654,18
"4641","SGV023",654,"SGV064",654,8
"4642","SGV025",654,"SGV064",654,16
"4643","SGV026",654,"SGV064",654,16
"4645","SGV028",654,"SGV064",654,10
"4646","SGV029",654,"SGV064",654,16
"4647","SGV030",654,"SGV064",654,20
"4648","SGV031",654,"SGV064",654,6
"4649","SGV032",654,"SGV064",654,8
"4650","SGV033",654,"SGV064",654,20
"4651","SGV034",654,"SGV064",654,13
"4652","SGV035",654,"SGV064",654,16
"4653","SGV036",654,"SGV064",654,16
"4654","SGV037",654,"SGV064",654,19
"4655","SGV038",654,"SGV064",654,11
"4656","SGV039",654,"SGV064",654,15
"4657","SGV040",654,"SGV064",654,9
"4658","SGV041",654,"SGV064",654,19
"4659","SGV042",654,"SGV064",654,19
"4660","SGV043",654,"SGV064",654,22
"4661","SGV044",654,"SGV064",654,20
"4662","SGV045",654,"SGV064",654,14
"4663","SGV046",654,"SGV064",654,20
"4664","SGV047",654,"SGV064",654,24
"4665","SGV048",654,"SGV064",654,20
"4666","SGV049",654,"SGV064",654,12
"4667","SGV050",654,"SGV064",654,18
"4668","SGV051",654,"SGV064",654,9
"4669","SGV052",654,"SGV064",654,17
"4670","SGV053",654,"SGV064",654,18
"4671","SGV054",654,"SGV064",654,16
"4672","SGV055",654,"SGV064",654,19
"4673","SGV056",654,"SGV064",654,19
"4674","SGV057",654,"SGV064",654,17
"4675","SGV058",654,"SGV064",654,17
"4676","SGV059",654,"SGV064",654,15
"4677","SGV060",654,"SGV064",654,18
"4678","SGV061",654,"SGV064",654,24
"4679","SGV062",654,"SGV064",654,17
"4680","SGV063",654,"SGV064",654,19
"4681","SGV064",654,"SGV064",654,0
"4682","SGV065",654,"SGV064",654,19
"4683","SGV066",654,"SGV064",654,20
"4684","SGV067",654,"SGV064",654,21
"4685","SGV068",654,"SGV064",654,25
"4686","SGV069",654,"SGV064",654,11
"4687","SGV070",654,"SGV064",654,18
"4688","SGV071",654,"SGV064",654,11
"4689","SGV072",654,"SGV064",654,11
"4690","SGV073",654,"SGV064",654,18
"4691","SGV075",654,"SGV064",654,16
"4692","SGV077",654,"SGV064",654,17
"4693","SGV078",654,"SGV064",654,16
"4694","SGV079",654,"SGV064",654,11
"4695","SGV080",654,"SGV064",654,19
"4700","SGV004",654,"SGV065",654,103
"4716","SGV021",654,"SGV065",654,13
"4717","SGV022",654,"SGV065",654,15
"4718","SGV023",654,"SGV065",654,15
"4719","SGV025",654,"SGV065",654,13
"4720","SGV026",654,"SGV065",654,13
"4722","SGV028",654,"SGV065",654,15
"4723","SGV029",654,"SGV065",654,14
"4724","SGV030",654,"SGV065",654,18
"4725","SGV031",654,"SGV065",654,15
"4726","SGV032",654,"SGV065",654,17
"4727","SGV033",654,"SGV065",654,17
"4728","SGV034",654,"SGV065",654,18
"4729","SGV035",654,"SGV065",654,13
"4730","SGV036",654,"SGV065",654,13
"4731","SGV037",654,"SGV065",654,16
"4732","SGV038",654,"SGV065",654,18
"4733","SGV039",654,"SGV065",654,12
"4734","SGV040",654,"SGV065",654,20
"4735","SGV041",654,"SGV065",654,16
"4736","SGV042",654,"SGV065",654,4
"4737","SGV043",654,"SGV065",654,19
"4738","SGV044",654,"SGV065",654,17
"4739","SGV045",654,"SGV065",654,19
"4740","SGV046",654,"SGV065",654,17
"4741","SGV047",654,"SGV065",654,21
"4742","SGV048",654,"SGV065",654,17
"4743","SGV049",654,"SGV065",654,17
"4744","SGV050",654,"SGV065",654,15
"4745","SGV051",654,"SGV065",654,20
"4746","SGV052",654,"SGV065",654,14
"4747","SGV053",654,"SGV065",654,15
"4748","SGV054",654,"SGV065",654,13
"4749","SGV055",654,"SGV065",654,16
"4750","SGV056",654,"SGV065",654,16
"4751","SGV057",654,"SGV065",654,14
"4752","SGV058",654,"SGV065",654,14
"4753","SGV059",654,"SGV065",654,12
"4754","SGV060",654,"SGV065",654,23
"4755","SGV061",654,"SGV065",654,5
"4756","SGV062",654,"SGV065",654,14
"4757","SGV063",654,"SGV065",654,16
"4758","SGV064",654,"SGV065",654,19
"4759","SGV065",654,"SGV065",654,0
"4760","SGV066",654,"SGV065",654,17
"4761","SGV067",654,"SGV065",654,18
"4762","SGV068",654,"SGV065",654,22
"4763","SGV069",654,"SGV065",654,20
"4764","SGV070",654,"SGV065",654,15
"4765","SGV071",654,"SGV065",654,8
"4766","SGV072",654,"SGV065",654,16
"4767","SGV073",654,"SGV065",654,15
"4768","SGV075",654,"SGV065",654,13
"4769","SGV077",654,"SGV065",654,14
"4770","SGV078",654,"SGV065",654,13
"4771","SGV079",654,"SGV065",654,22
"4772","SGV080",654,"SGV065",654,16
"4777","SGV004",654,"SGV066",654,104
"4793","SGV021",654,"SGV066",654,4
"4794","SGV022",654,"SGV066",654,16
"4795","SGV023",654,"SGV066",654,16
"4796","SGV025",654,"SGV066",654,4
"4797","SGV026",654,"SGV066",654,6
"4799","SGV028",654,"SGV066",654,16
"4800","SGV029",654,"SGV066",654,5
"4801","SGV030",654,"SGV066",654,9
"4802","SGV031",654,"SGV066",654,16
"4803","SGV032",654,"SGV066",654,18
"4804","SGV033",654,"SGV066",654,8
"4805","SGV034",654,"SGV066",654,19
"4806","SGV035",654,"SGV066",654,6
"4807","SGV036",654,"SGV066",654,6
"4808","SGV037",654,"SGV066",654,7
"4809","SGV038",654,"SGV066",654,19
"4810","SGV039",654,"SGV066",654,5
"4811","SGV040",654,"SGV066",654,19
"4812","SGV041",654,"SGV066",654,7
"4813","SGV042",654,"SGV066",654,17
"4814","SGV043",654,"SGV066",654,8
"4815","SGV044",654,"SGV066",654,8
"4816","SGV045",654,"SGV066",654,20
"4817","SGV046",654,"SGV066",654,18
"4818","SGV047",654,"SGV066",654,12
"4819","SGV048",654,"SGV066",654,17
"4820","SGV049",654,"SGV066",654,18
"4821","SGV050",654,"SGV066",654,16
"4822","SGV051",654,"SGV066",654,21
"4823","SGV052",654,"SGV066",654,15
"4824","SGV053",654,"SGV066",654,16
"4825","SGV054",654,"SGV066",654,6
"4826","SGV055",654,"SGV066",654,16
"4827","SGV056",654,"SGV066",654,17
"4828","SGV057",654,"SGV066",654,15
"4829","SGV058",654,"SGV066",654,15
"4830","SGV059",654,"SGV066",654,13
"4831","SGV060",654,"SGV066",654,24
"4832","SGV061",654,"SGV066",654,22
"4833","SGV062",654,"SGV066",654,13
"4834","SGV063",654,"SGV066",654,7
"4835","SGV064",654,"SGV066",654,20
"4836","SGV065",654,"SGV066",654,17
"4837","SGV066",654,"SGV066",654,0
"4838","SGV067",654,"SGV066",654,19
"4839","SGV068",654,"SGV066",654,13
"4840","SGV069",654,"SGV066",654,21
"4841","SGV070",654,"SGV066",654,16
"4842","SGV071",654,"SGV066",654,9
"4843","SGV072",654,"SGV066",654,17
"4844","SGV073",654,"SGV066",654,16
"4845","SGV075",654,"SGV066",654,14
"4846","SGV077",654,"SGV066",654,15
"4847","SGV078",654,"SGV066",654,14
"4848","SGV079",654,"SGV066",654,23
"4849","SGV080",654,"SGV066",654,17
"4854","SGV004",654,"SGV067",654,105
"4870","SGV021",654,"SGV067",654,15
"4871","SGV022",654,"SGV067",654,13
"4872","SGV023",654,"SGV067",654,17
"4873","SGV025",654,"SGV067",654,15
"4874","SGV026",654,"SGV067",654,15
"4876","SGV028",654,"SGV067",654,17
"4877","SGV029",654,"SGV067",654,16
"4878","SGV030",654,"SGV067",654,20
"4879","SGV031",654,"SGV067",654,17
"4880","SGV032",654,"SGV067",654,19
"4881","SGV033",654,"SGV067",654,19
"4882","SGV034",654,"SGV067",654,20
"4883","SGV035",654,"SGV067",654,15
"4884","SGV036",654,"SGV067",654,15
"4885","SGV037",654,"SGV067",654,18
"4886","SGV038",654,"SGV067",654,20
"4887","SGV039",654,"SGV067",654,14
"4888","SGV040",654,"SGV067",654,22
"4889","SGV041",654,"SGV067",654,18
"4890","SGV042",654,"SGV067",654,18
"4891","SGV043",654,"SGV067",654,21
"4892","SGV044",654,"SGV067",654,19
"4893","SGV045",654,"SGV067",654,21
"4894","SGV046",654,"SGV067",654,3
"4895","SGV047",654,"SGV067",654,23
"4896","SGV048",654,"SGV067",654,3
"4897","SGV049",654,"SGV067",654,19
"4898","SGV050",654,"SGV067",654,13
"4899","SGV051",654,"SGV067",654,22
"4900","SGV052",654,"SGV067",654,12
"4901","SGV053",654,"SGV067",654,13
"4902","SGV054",654,"SGV067",654,15
"4903","SGV055",654,"SGV067",654,14
"4904","SGV056",654,"SGV067",654,14
"4905","SGV057",654,"SGV067",654,12
"4906","SGV058",654,"SGV067",654,12
"4907","SGV059",654,"SGV067",654,10
"4908","SGV060",654,"SGV067",654,25
"4909","SGV061",654,"SGV067",654,23
"4910","SGV062",654,"SGV067",654,12
"4911","SGV063",654,"SGV067",654,18
"4912","SGV064",654,"SGV067",654,21
"4913","SGV065",654,"SGV067",654,18
"4914","SGV066",654,"SGV067",654,19
"4915","SGV067",654,"SGV067",654,0
"4916","SGV068",654,"SGV067",654,24
"4917","SGV069",654,"SGV067",654,22
"4918","SGV070",654,"SGV067",654,13
"4919","SGV071",654,"SGV067",654,10
"4920","SGV072",654,"SGV067",654,18
"4921","SGV073",654,"SGV067",654,13
"4922","SGV075",654,"SGV067",654,11
"4923","SGV077",654,"SGV067",654,10
"4924","SGV078",654,"SGV067",654,11
"4925","SGV079",654,"SGV067",654,24
"4926","SGV080",654,"SGV067",654,14
"4931","SGV004",654,"SGV068",654,109
"4947","SGV021",654,"SGV068",654,9
"4948","SGV022",654,"SGV068",654,21
"4949","SGV023",654,"SGV068",654,21
"4950","SGV025",654,"SGV068",654,9
"4951","SGV026",654,"SGV068",654,11
"4953","SGV028",654,"SGV068",654,21
"4954","SGV029",654,"SGV068",654,10
"4955","SGV030",654,"SGV068",654,14
"4956","SGV031",654,"SGV068",654,21
"4957","SGV032",654,"SGV068",654,23
"4958","SGV033",654,"SGV068",654,13
"4959","SGV034",654,"SGV068",654,24
"4960","SGV035",654,"SGV068",654,9
"4961","SGV036",654,"SGV068",654,11
"4962","SGV037",654,"SGV068",654,8
"4963","SGV038",654,"SGV068",654,24
"4964","SGV039",654,"SGV068",654,10
"4965","SGV040",654,"SGV068",654,24
"4966","SGV041",654,"SGV068",654,12
"4967","SGV042",654,"SGV068",654,22
"4968","SGV043",654,"SGV068",654,15
"4969","SGV044",654,"SGV068",654,13
"4970","SGV045",654,"SGV068",654,25
"4971","SGV046",654,"SGV068",654,23
"4972","SGV047",654,"SGV068",654,1
"4973","SGV048",654,"SGV068",654,22
"4974","SGV049",654,"SGV068",654,23
"4975","SGV050",654,"SGV068",654,21
"4976","SGV051",654,"SGV068",654,26
"4977","SGV052",654,"SGV068",654,20
"4978","SGV053",654,"SGV068",654,21
"4979","SGV054",654,"SGV068",654,11
"4980","SGV055",654,"SGV068",654,21
"4981","SGV056",654,"SGV068",654,22
"4982","SGV057",654,"SGV068",654,20
"4983","SGV058",654,"SGV068",654,20
"4984","SGV059",654,"SGV068",654,18
"4985","SGV060",654,"SGV068",654,29
