snp.dists.0.8.2,ST1,variable,ST2,value
SBV122_plate02,377,SBV306_plate04,377,15
SBV123_plate02,377,SBV306_plate04,377,13
SBV124_plate02,377,SBV306_plate04,377,12
SBV125_plate02,377,SBV306_plate04,377,12
SBV126_plate03,377,SBV306_plate04,377,12
SBV127_plate02,377,SBV306_plate04,377,13
SBV128_plate02,377,SBV306_plate04,377,12
SBV130_plate02,377,SBV306_plate04,377,14
SBV131_plate03,377,SBV306_plate04,377,12
SBV132_plate02,377,SBV306_plate04,377,13
SBV133_plate02,377,SBV306_plate04,377,17
SBV134_plate02,377,SBV306_plate04,377,13
SBV135_plate02,377,SBV306_plate04,377,6
SBV136_plate02,377,SBV306_plate04,377,13
SBV137_plate03,377,SBV306_plate04,377,14
SBV138_plate02,377,SBV306_plate04,377,14
SBV139_plate02,377,SBV306_plate04,377,14
SBV140_plate02,377,SBV306_plate04,377,10
SBV141_plate02,377,SBV306_plate04,377,12
SBV142_plate02,377,SBV306_plate04,377,12
SBV143_plate02,377,SBV306_plate04,377,10
SBV144_plate02,377,SBV306_plate04,377,17
SBV145_plate02,377,SBV306_plate04,377,13
SBV146_plate02,377,SBV306_plate04,377,15
SBV147_plate02,377,SBV306_plate04,377,15
SBV148_plate02,377,SBV306_plate04,377,12
SBV149_plate03,377,SBV306_plate04,377,15
SBV150_plate02,377,SBV306_plate04,377,12
SBV151_plate02,377,SBV306_plate04,377,13
SBV152_plate02,377,SBV306_plate04,377,15
SBV153_plate02,377,SBV306_plate04,377,15
SBV154_plate03,377,SBV306_plate04,377,16
SBV155_plate03,377,SBV306_plate04,377,8
SBV156_plate02,377,SBV306_plate04,377,17
SBV157_plate02,377,SBV306_plate04,377,14
SBV158_plate02,377,SBV306_plate04,377,13
SBV159_plate02,377,SBV306_plate04,377,16
SBV160_plate02,377,SBV306_plate04,377,15
SBV161_plate02,377,SBV306_plate04,377,17
SBV162_plate02,377,SBV306_plate04,377,13
SBV163_plate02,377,SBV306_plate04,377,14
SBV164_plate02,377,SBV306_plate04,377,13
SBV165_plate02,377,SBV306_plate04,377,18
SBV166_plate02,377,SBV306_plate04,377,12
SBV167_plate02,377,SBV306_plate04,377,13
SBV168_plate02,377,SBV306_plate04,377,13
SBV169_plate02,377,SBV306_plate04,377,13
SBV170_plate02,377,SBV306_plate04,377,20
SBV171_plate02,377,SBV306_plate04,377,10
SBV172_plate02,377,SBV306_plate04,377,14
SBV173_plate02,377,SBV306_plate04,377,10
SBV174_plate02,377,SBV306_plate04,377,13
SBV175_plate02,377,SBV306_plate04,377,10
SBV176_plate02,377,SBV306_plate04,377,20
SBV177_plate03,377,SBV306_plate04,377,14
SBV178_plate03,377,SBV306_plate04,377,18
SBV179_plate03,377,SBV306_plate04,377,14
SBV180_plate03,377,SBV306_plate04,377,12
SBV181_plate03,377,SBV306_plate04,377,16
SBV183_plate03,377,SBV306_plate04,377,10
SBV184_plate03,377,SBV306_plate04,377,16
SBV185_plate03,377,SBV306_plate04,377,15
SBV186_plate03,377,SBV306_plate04,377,16
SBV187_plate03,377,SBV306_plate04,377,12
SBV188_plate03,377,SBV306_plate04,377,15
SBV189_plate03,377,SBV306_plate04,377,11
SBV190_plate03,377,SBV306_plate04,377,14
SBV191_plate03,377,SBV306_plate04,377,18
SBV192_plate03,377,SBV306_plate04,377,8
SBV193_plate03,377,SBV306_plate04,377,13
SBV194_plate03,377,SBV306_plate04,377,13
SBV195_plate03,377,SBV306_plate04,377,13
SBV196_plate03,377,SBV306_plate04,377,21
SBV197_plate03,377,SBV306_plate04,377,16
SBV198_plate03,377,SBV306_plate04,377,12
SBV199_plate03,377,SBV306_plate04,377,13
SBV200_plate03,377,SBV306_plate04,377,16
SBV201_plate03,377,SBV306_plate04,377,15
SBV202_plate03,377,SBV306_plate04,377,11
SBV203_plate03,377,SBV306_plate04,377,14
SBV204_plate03,377,SBV306_plate04,377,18
SBV205_plate03,377,SBV306_plate04,377,12
SBV206_plate03,377,SBV306_plate04,377,16
SBV207_plate03,377,SBV306_plate04,377,11
SBV208_plate03,377,SBV306_plate04,377,7
SBV209_plate03,377,SBV306_plate04,377,13
SBV210_plate03,377,SBV306_plate04,377,10
SBV211_plate03,377,SBV306_plate04,377,15
SBV212_plate03,377,SBV306_plate04,377,18
SBV213_plate03,377,SBV306_plate04,377,12
SBV214_plate03,377,SBV306_plate04,377,14
SBV215_plate03,1499,SBV306_plate04,377,1146
SBV216_plate03,377,SBV306_plate04,377,18
SBV217_plate03,377,SBV306_plate04,377,16
SBV218_plate05,377,SBV306_plate04,377,5
SBV219_plate03,377,SBV306_plate04,377,14
SBV220_plate03,377,SBV306_plate04,377,15
SBV221_plate03,377,SBV306_plate04,377,13
SBV222_plate03,377,SBV306_plate04,377,7
SBV223_plate03,8346,SBV306_plate04,377,160
SBV224_plate03,377,SBV306_plate04,377,6
SBV225_plate03,377,SBV306_plate04,377,14
SBV226_plate03,377,SBV306_plate04,377,15
SBV227_plate03,377,SBV306_plate04,377,19
SBV228_plate03,377,SBV306_plate04,377,16
SBV229_plate03,377,SBV306_plate04,377,12
SBV230_plate03,377,SBV306_plate04,377,16
SBV231_plate03,377,SBV306_plate04,377,17
SBV232_plate03,377,SBV306_plate04,377,13
SBV233_plate03,377,SBV306_plate04,377,18
SBV234_plate05,377,SBV306_plate04,377,21
SBV235_plate05,377,SBV306_plate04,377,15
SBV236_plate03,377,SBV306_plate04,377,17
SBV237_plate03,377,SBV306_plate04,377,5
SBV238_plate03,377,SBV306_plate04,377,13
SBV239_plate03,377,SBV306_plate04,377,11
SBV240_plate05,377,SBV306_plate04,377,17
SBV241_plate03,377,SBV306_plate04,377,8
SBV242_plate03,377,SBV306_plate04,377,17
SBV243_plate03,377,SBV306_plate04,377,13
SBV244_plate03,377,SBV306_plate04,377,19
SBV245_plate03,377,SBV306_plate04,377,12
SBV246_plate03,377,SBV306_plate04,377,7
SBV247_plate03,377,SBV306_plate04,377,21
SBV248_plate05,1058,SBV306_plate04,377,1095
SBV249_plate03,377,SBV306_plate04,377,3
SBV251_plate03,377,SBV306_plate04,377,11
SBV252_plate03,377,SBV306_plate04,377,15
SBV253_plate03,377,SBV306_plate04,377,12
SBV254_plate03,377,SBV306_plate04,377,105
SBV255_plate03,377,SBV306_plate04,377,14
SBV256_plate03,377,SBV306_plate04,377,19
SBV257_plate05,377,SBV306_plate04,377,15
SBV258_plate03,377,SBV306_plate04,377,15
SBV259_plate03,377,SBV306_plate04,377,15
SBV260_plate03,377,SBV306_plate04,377,15
SBV261_plate03,377,SBV306_plate04,377,11
SBV262_plate03,377,SBV306_plate04,377,3
SBV263_plate03,377,SBV306_plate04,377,15
SBV265_plate03,377,SBV306_plate04,377,17
SBV266_plate03,377,SBV306_plate04,377,15
SBV267_plate03,377,SBV306_plate04,377,15
SBV268_plate03,377,SBV306_plate04,377,18
SBV269_plate05,377,SBV306_plate04,377,18
SBV270_plate04,377,SBV306_plate04,377,14
SBV271_plate04,377,SBV306_plate04,377,9
SBV272_plate04,377,SBV306_plate04,377,14
SBV273_plate04,377,SBV306_plate04,377,11
SBV274_plate04,377,SBV306_plate04,377,14
SBV275_plate04,377,SBV306_plate04,377,16
SBV276_plate04,377,SBV306_plate04,377,14
SBV277_plate04,377,SBV306_plate04,377,19
SBV278_plate04,377,SBV306_plate04,377,14
SBV279_plate04,377,SBV306_plate04,377,14
SBV280_plate05,377,SBV306_plate04,377,17
SBV281_plate04,377,SBV306_plate04,377,14
SBV282_plate04,377,SBV306_plate04,377,16
SBV283_plate04,377,SBV306_plate04,377,17
SBV284_plate04,377,SBV306_plate04,377,12
SBV285_plate04,377,SBV306_plate04,377,15
SBV286_plate04,377,SBV306_plate04,377,3
SBV287_plate04,377,SBV306_plate04,377,16
SBV288_plate04,377,SBV306_plate04,377,16
SBV289_plate04,377,SBV306_plate04,377,6
SBV290_plate04,377,SBV306_plate04,377,2
SBV291_plate04,377,SBV306_plate04,377,14
SBV292_plate04,377,SBV306_plate04,377,11
SBV293_plate04,377,SBV306_plate04,377,17
SBV294_plate04,377,SBV306_plate04,377,16
SBV295_plate04,377,SBV306_plate04,377,14
SBV296_plate04,377,SBV306_plate04,377,16
SBV297_plate04,377,SBV306_plate04,377,10
SBV298_plate04,377,SBV306_plate04,377,16
SBV299_plate04,377,SBV306_plate04,377,18
SBV300_plate04,377,SBV306_plate04,377,18
SBV301_plate04,377,SBV306_plate04,377,5
SBV302_plate04,377,SBV306_plate04,377,16
SBV304_plate04,2640,SBV306_plate04,377,344
SBV305_plate04,377,SBV306_plate04,377,20
SBV306_plate04,377,SBV306_plate04,377,0
SBV307_plate04,377,SBV306_plate04,377,6
SBV308_plate04,377,SBV306_plate04,377,16
SBV310_plate04,377,SBV306_plate04,377,6
SBV311_plate04,377,SBV306_plate04,377,18
SBV312_plate04,377,SBV306_plate04,377,3
SBV313_plate04,377,SBV306_plate04,377,96
SBV314_plate04,377,SBV306_plate04,377,7
SBV315_plate04,377,SBV306_plate04,377,18
SBV316_plate04,377,SBV306_plate04,377,17
SBV317_plate04,377,SBV306_plate04,377,17
SBV318_plate04,377,SBV306_plate04,377,8
SBV319_plate04,377,SBV306_plate04,377,17
SBV320_plate04,377,SBV306_plate04,377,9
SBV321_plate04,377,SBV306_plate04,377,15
SBV322_plate04,377,SBV306_plate04,377,14
SBV323_plate04,377,SBV306_plate04,377,16
SBV324_plate04,377,SBV306_plate04,377,15
SBV325_plate04,377,SBV306_plate04,377,9
SBV326_plate04,377,SBV306_plate04,377,21
SBV327_plate04,377,SBV306_plate04,377,10
SBV328_plate04,377,SBV306_plate04,377,8
SBV329_plate04,377,SBV306_plate04,377,18
SBV330_plate04,377,SBV306_plate04,377,9
SBV331_plate04,377,SBV306_plate04,377,5
SBV332_plate04,377,SBV306_plate04,377,11
SBV333_plate04,377,SBV306_plate04,377,7
SBV334_plate04,377,SBV306_plate04,377,5
SBV335_plate04,377,SBV306_plate04,377,9
SBV336_plate04,377,SBV306_plate04,377,9
SBV337_plate04,377,SBV306_plate04,377,11
SBV338_plate04,377,SBV306_plate04,377,5
SBV339_plate04,377,SBV306_plate04,377,14
SBV340_plate04,377,SBV306_plate04,377,14
SBV341_plate04,377,SBV306_plate04,377,6
SBV342_plate04,2640,SBV306_plate04,377,344
SBV343_plate04,377,SBV306_plate04,377,8
SBV344_plate04,377,SBV306_plate04,377,17
SBV345_plate04,377,SBV306_plate04,377,15
SBV347_plate04,377,SBV306_plate04,377,14
SBV348_plate04,377,SBV306_plate04,377,17
SBV349_plate04,377,SBV306_plate04,377,8
SBV350_plate04,377,SBV306_plate04,377,17
SBV351_plate04,377,SBV306_plate04,377,13
SBV352_plate04,377,SBV306_plate04,377,8
SBV353_plate04,377,SBV306_plate04,377,22
SBV354_plate04,377,SBV306_plate04,377,10
SBV355_plate04,377,SBV306_plate04,377,14
SBV356_plate04,377,SBV306_plate04,377,13
SBV357_plate04,377,SBV306_plate04,377,19
SBV358_plate04,377,SBV306_plate04,377,17
SBV359_plate04,377,SBV306_plate04,377,17
SBV361_plate04,377,SBV306_plate04,377,13
SBV362_plate04,377,SBV306_plate04,377,23
SBV363_plate04,377,SBV306_plate04,377,7
SBV364_plate04,377,SBV306_plate04,377,7
SBV365_plate04,377,SBV306_plate04,377,19
SBV366_plate04,377,SBV306_plate04,377,18
SBV367_plate04,377,SBV306_plate04,377,20
SBV368_plate04,377,SBV306_plate04,377,6
SBV369_plate04,377,SBV306_plate04,377,22
SBV370_plate05,377,SBV306_plate04,377,5
SBV371_plate05,377,SBV306_plate04,377,3
SBV372_plate05,377,SBV306_plate04,377,19
SBV373_plate05,377,SBV306_plate04,377,12
SBV374_plate05,377,SBV306_plate04,377,10
SBV375_plate05,377,SBV306_plate04,377,14
SBV376_plate05,377,SBV306_plate04,377,6
Reference,377,SBV307_plate04,377,57
SBV001_plate05,1499,SBV307_plate04,377,1032
SBV002_plate01,1499,SBV307_plate04,377,1295
SBV003_plate01,1499,SBV307_plate04,377,1150
SBV004_plate01,1499,SBV307_plate04,377,1098
SBV005_plate01,377,SBV307_plate04,377,57
SBV006_plate01,1499,SBV307_plate04,377,1083
SBV007_plate01,377,SBV307_plate04,377,17
SBV008_plate01,1499,SBV307_plate04,377,1146
SBV009_plate01,1499,SBV307_plate04,377,1180
SBV010_plate01,377,SBV307_plate04,377,89
SBV011_plate01,377,SBV307_plate04,377,119
SBV012_plate01,1499,SBV307_plate04,377,1021
SBV013_plate01,1499,SBV307_plate04,377,1015
SBV014_plate01,1499,SBV307_plate04,377,1187
SBV015_plate01,1499,SBV307_plate04,377,1165
SBV016_plate01,8346,SBV307_plate04,377,160
SBV017_plate01,1058,SBV307_plate04,377,1110
SBV018_plate01,1499,SBV307_plate04,377,1278
SBV019_plate01,377,SBV307_plate04,377,96
SBV020_plate01,1499,SBV307_plate04,377,1030
SBV021_plate01,377,SBV307_plate04,377,101
SBV022_plate01,377,SBV307_plate04,377,28
SBV023_plate01,377,SBV307_plate04,377,14
SBV024_plate01,377,SBV307_plate04,377,96
SBV025_plate01,377,SBV307_plate04,377,14
SBV026_plate01,2640,SBV307_plate04,377,339
SBV027_plate01,377,SBV307_plate04,377,9
SBV028_plate01,1499,SBV307_plate04,377,1018
SBV029_plate01,377,SBV307_plate04,377,96
SBV030_plate01,377,SBV307_plate04,377,12
SBV031_plate01,1499,SBV307_plate04,377,1023
SBV032_plate01,377,SBV307_plate04,377,99
SBV033_plate01,377,SBV307_plate04,377,14
SBV035_plate01,377,SBV307_plate04,377,12
SBV036_plate01,377,SBV307_plate04,377,14
SBV037_plate01,377,SBV307_plate04,377,13
SBV038_plate01,377,SBV307_plate04,377,17
SBV039_plate01,377,SBV307_plate04,377,16
SBV040_plate03,377,SBV307_plate04,377,17
SBV041_plate01,377,SBV307_plate04,377,13
SBV042_plate01,377,SBV307_plate04,377,13
SBV043_plate01,377,SBV307_plate04,377,16
SBV044_plate01,377,SBV307_plate04,377,15
SBV045_plate01,377,SBV307_plate04,377,12
SBV046_plate01,377,SBV307_plate04,377,14
SBV047_plate01,377,SBV307_plate04,377,13
SBV048_plate01,377,SBV307_plate04,377,12
SBV049_plate01,377,SBV307_plate04,377,12
SBV050_plate01,377,SBV307_plate04,377,14
SBV051_plate01,377,SBV307_plate04,377,12
SBV052_plate01,377,SBV307_plate04,377,16
SBV053_plate01,377,SBV307_plate04,377,12
SBV054_plate01,377,SBV307_plate04,377,15
SBV055_plate01,377,SBV307_plate04,377,15
SBV056_plate01,-,SBV307_plate04,377,14
SBV057_plate01,377,SBV307_plate04,377,10
SBV058_plate01,377,SBV307_plate04,377,17
SBV059_plate01,377,SBV307_plate04,377,13
SBV060_plate01,377,SBV307_plate04,377,17
SBV061_plate01,377,SBV307_plate04,377,14
SBV062_plate01,377,SBV307_plate04,377,16
SBV063_plate01,377,SBV307_plate04,377,14
SBV064_plate01,377,SBV307_plate04,377,14
SBV065_plate03,377,SBV307_plate04,377,16
SBV067_plate01,377,SBV307_plate04,377,14
SBV068_plate01,377,SBV307_plate04,377,16
SBV069_plate01,377,SBV307_plate04,377,13
SBV070_plate01,377,SBV307_plate04,377,15
SBV071_plate01,377,SBV307_plate04,377,12
SBV072_plate02,377,SBV307_plate04,377,20
SBV073_plate03,377,SBV307_plate04,377,17
SBV074_plate03,377,SBV307_plate04,377,14
SBV075_plate02,377,SBV307_plate04,377,16
SBV076_plate02,377,SBV307_plate04,377,12
SBV077_plate02,377,SBV307_plate04,377,13
SBV078_plate02,377,SBV307_plate04,377,17
SBV079_plate02,377,SBV307_plate04,377,14
SBV080_plate02,377,SBV307_plate04,377,15
SBV081_plate02,377,SBV307_plate04,377,13
SBV082_plate02,377,SBV307_plate04,377,13
SBV083_plate02,377,SBV307_plate04,377,13
SBV084_plate02,377,SBV307_plate04,377,12
SBV085_plate03,377,SBV307_plate04,377,15
SBV086_plate02,8346,SBV307_plate04,377,158
SBV087_plate02,377,SBV307_plate04,377,15
SBV088_plate02,377,SBV307_plate04,377,20
SBV089_plate02,377,SBV307_plate04,377,14
SBV090_plate02,377,SBV307_plate04,377,11
SBV091_plate02,377,SBV307_plate04,377,16
SBV092_plate02,377,SBV307_plate04,377,11
SBV093_plate02,377,SBV307_plate04,377,15
SBV094_plate02,377,SBV307_plate04,377,14
SBV095_plate02,377,SBV307_plate04,377,15
SBV096_plate02,377,SBV307_plate04,377,12
SBV097_plate02,377,SBV307_plate04,377,12
SBV098_plate02,377,SBV307_plate04,377,14
SBV099_plate02,377,SBV307_plate04,377,9
SBV100_plate02,377,SBV307_plate04,377,16
SBV101_plate02,377,SBV307_plate04,377,13
SBV102_plate02,377,SBV307_plate04,377,20
SBV103_plate02,377,SBV307_plate04,377,16
SBV104_plate02,377,SBV307_plate04,377,16
SBV105_plate02,377,SBV307_plate04,377,16
SBV106_plate02,377,SBV307_plate04,377,13
SBV107_plate02,377,SBV307_plate04,377,17
SBV108_plate02,377,SBV307_plate04,377,13
SBV109_plate02,377,SBV307_plate04,377,19
SBV110_plate02,377,SBV307_plate04,377,18
SBV111_plate02,377,SBV307_plate04,377,14
SBV112_plate02,377,SBV307_plate04,377,12
SBV113_plate02,377,SBV307_plate04,377,17
SBV114_plate02,377,SBV307_plate04,377,14
SBV115_plate02,377,SBV307_plate04,377,15
SBV116_plate02,377,SBV307_plate04,377,17
SBV117_plate02,377,SBV307_plate04,377,14
SBV118_plate02,377,SBV307_plate04,377,13
SBV119_plate02,377,SBV307_plate04,377,17
SBV120_plate02,1499,SBV307_plate04,377,1031
SBV121_plate02,377,SBV307_plate04,377,14
SBV122_plate02,377,SBV307_plate04,377,17
SBV123_plate02,377,SBV307_plate04,377,15
SBV124_plate02,377,SBV307_plate04,377,14
SBV125_plate02,377,SBV307_plate04,377,14
SBV126_plate03,377,SBV307_plate04,377,14
SBV127_plate02,377,SBV307_plate04,377,15
SBV128_plate02,377,SBV307_plate04,377,14
SBV130_plate02,377,SBV307_plate04,377,16
SBV131_plate03,377,SBV307_plate04,377,14
SBV132_plate02,377,SBV307_plate04,377,15
SBV133_plate02,377,SBV307_plate04,377,19
SBV134_plate02,377,SBV307_plate04,377,15
SBV135_plate02,377,SBV307_plate04,377,8
SBV136_plate02,377,SBV307_plate04,377,15
SBV137_plate03,377,SBV307_plate04,377,16
SBV138_plate02,377,SBV307_plate04,377,16
SBV139_plate02,377,SBV307_plate04,377,16
SBV140_plate02,377,SBV307_plate04,377,12
SBV141_plate02,377,SBV307_plate04,377,14
SBV142_plate02,377,SBV307_plate04,377,14
SBV143_plate02,377,SBV307_plate04,377,12
SBV144_plate02,377,SBV307_plate04,377,19
SBV145_plate02,377,SBV307_plate04,377,15
SBV146_plate02,377,SBV307_plate04,377,17
SBV147_plate02,377,SBV307_plate04,377,17
SBV148_plate02,377,SBV307_plate04,377,14
SBV149_plate03,377,SBV307_plate04,377,17
SBV150_plate02,377,SBV307_plate04,377,14
SBV151_plate02,377,SBV307_plate04,377,15
SBV152_plate02,377,SBV307_plate04,377,17
SBV153_plate02,377,SBV307_plate04,377,17
SBV154_plate03,377,SBV307_plate04,377,18
SBV155_plate03,377,SBV307_plate04,377,10
SBV156_plate02,377,SBV307_plate04,377,19
SBV157_plate02,377,SBV307_plate04,377,16
SBV158_plate02,377,SBV307_plate04,377,15
SBV159_plate02,377,SBV307_plate04,377,18
SBV160_plate02,377,SBV307_plate04,377,17
SBV161_plate02,377,SBV307_plate04,377,19
SBV162_plate02,377,SBV307_plate04,377,15
SBV163_plate02,377,SBV307_plate04,377,16
SBV164_plate02,377,SBV307_plate04,377,15
SBV165_plate02,377,SBV307_plate04,377,20
SBV166_plate02,377,SBV307_plate04,377,14
SBV167_plate02,377,SBV307_plate04,377,15
SBV168_plate02,377,SBV307_plate04,377,15
SBV169_plate02,377,SBV307_plate04,377,15
SBV170_plate02,377,SBV307_plate04,377,22
SBV171_plate02,377,SBV307_plate04,377,12
SBV172_plate02,377,SBV307_plate04,377,16
SBV173_plate02,377,SBV307_plate04,377,12
SBV174_plate02,377,SBV307_plate04,377,15
SBV175_plate02,377,SBV307_plate04,377,12
SBV176_plate02,377,SBV307_plate04,377,22
SBV177_plate03,377,SBV307_plate04,377,16
SBV178_plate03,377,SBV307_plate04,377,20
SBV179_plate03,377,SBV307_plate04,377,16
SBV180_plate03,377,SBV307_plate04,377,14
SBV181_plate03,377,SBV307_plate04,377,18
SBV183_plate03,377,SBV307_plate04,377,12
SBV184_plate03,377,SBV307_plate04,377,18
SBV185_plate03,377,SBV307_plate04,377,17
SBV186_plate03,377,SBV307_plate04,377,18
SBV187_plate03,377,SBV307_plate04,377,14
SBV188_plate03,377,SBV307_plate04,377,17
SBV189_plate03,377,SBV307_plate04,377,13
SBV190_plate03,377,SBV307_plate04,377,16
SBV191_plate03,377,SBV307_plate04,377,20
SBV192_plate03,377,SBV307_plate04,377,10
SBV193_plate03,377,SBV307_plate04,377,15
SBV194_plate03,377,SBV307_plate04,377,15
SBV195_plate03,377,SBV307_plate04,377,15
SBV196_plate03,377,SBV307_plate04,377,23
SBV197_plate03,377,SBV307_plate04,377,18
SBV198_plate03,377,SBV307_plate04,377,14
SBV199_plate03,377,SBV307_plate04,377,15
SBV200_plate03,377,SBV307_plate04,377,18
SBV201_plate03,377,SBV307_plate04,377,17
SBV202_plate03,377,SBV307_plate04,377,13
SBV203_plate03,377,SBV307_plate04,377,16
SBV204_plate03,377,SBV307_plate04,377,20
SBV205_plate03,377,SBV307_plate04,377,14
SBV206_plate03,377,SBV307_plate04,377,18
SBV207_plate03,377,SBV307_plate04,377,13
SBV208_plate03,377,SBV307_plate04,377,9
SBV209_plate03,377,SBV307_plate04,377,15
SBV210_plate03,377,SBV307_plate04,377,12
SBV211_plate03,377,SBV307_plate04,377,17
SBV212_plate03,377,SBV307_plate04,377,20
SBV213_plate03,377,SBV307_plate04,377,14
SBV214_plate03,377,SBV307_plate04,377,16
SBV215_plate03,1499,SBV307_plate04,377,1148
SBV216_plate03,377,SBV307_plate04,377,20
SBV217_plate03,377,SBV307_plate04,377,18
SBV218_plate05,377,SBV307_plate04,377,7
SBV219_plate03,377,SBV307_plate04,377,16
SBV220_plate03,377,SBV307_plate04,377,17
SBV221_plate03,377,SBV307_plate04,377,15
SBV222_plate03,377,SBV307_plate04,377,9
SBV223_plate03,8346,SBV307_plate04,377,162
SBV224_plate03,377,SBV307_plate04,377,8
SBV225_plate03,377,SBV307_plate04,377,16
SBV226_plate03,377,SBV307_plate04,377,17
SBV227_plate03,377,SBV307_plate04,377,21
SBV228_plate03,377,SBV307_plate04,377,18
SBV229_plate03,377,SBV307_plate04,377,14
SBV230_plate03,377,SBV307_plate04,377,18
SBV231_plate03,377,SBV307_plate04,377,19
SBV232_plate03,377,SBV307_plate04,377,15
SBV233_plate03,377,SBV307_plate04,377,20
SBV234_plate05,377,SBV307_plate04,377,23
SBV235_plate05,377,SBV307_plate04,377,17
SBV236_plate03,377,SBV307_plate04,377,19
SBV237_plate03,377,SBV307_plate04,377,7
SBV238_plate03,377,SBV307_plate04,377,15
SBV239_plate03,377,SBV307_plate04,377,13
SBV240_plate05,377,SBV307_plate04,377,19
SBV241_plate03,377,SBV307_plate04,377,10
SBV242_plate03,377,SBV307_plate04,377,19
SBV243_plate03,377,SBV307_plate04,377,15
SBV244_plate03,377,SBV307_plate04,377,21
SBV245_plate03,377,SBV307_plate04,377,14
SBV246_plate03,377,SBV307_plate04,377,9
SBV247_plate03,377,SBV307_plate04,377,23
SBV248_plate05,1058,SBV307_plate04,377,1100
SBV249_plate03,377,SBV307_plate04,377,5
SBV251_plate03,377,SBV307_plate04,377,13
SBV252_plate03,377,SBV307_plate04,377,17
SBV253_plate03,377,SBV307_plate04,377,14
SBV254_plate03,377,SBV307_plate04,377,107
SBV255_plate03,377,SBV307_plate04,377,16
SBV256_plate03,377,SBV307_plate04,377,21
SBV257_plate05,377,SBV307_plate04,377,17
SBV258_plate03,377,SBV307_plate04,377,17
SBV259_plate03,377,SBV307_plate04,377,17
SBV260_plate03,377,SBV307_plate04,377,17
SBV261_plate03,377,SBV307_plate04,377,13
SBV262_plate03,377,SBV307_plate04,377,5
SBV263_plate03,377,SBV307_plate04,377,17
SBV265_plate03,377,SBV307_plate04,377,19
SBV266_plate03,377,SBV307_plate04,377,17
SBV267_plate03,377,SBV307_plate04,377,17
SBV268_plate03,377,SBV307_plate04,377,20
SBV269_plate05,377,SBV307_plate04,377,20
SBV270_plate04,377,SBV307_plate04,377,16
SBV271_plate04,377,SBV307_plate04,377,11
SBV272_plate04,377,SBV307_plate04,377,16
SBV273_plate04,377,SBV307_plate04,377,13
SBV274_plate04,377,SBV307_plate04,377,16
SBV275_plate04,377,SBV307_plate04,377,18
SBV276_plate04,377,SBV307_plate04,377,16
SBV277_plate04,377,SBV307_plate04,377,21
SBV278_plate04,377,SBV307_plate04,377,16
SBV279_plate04,377,SBV307_plate04,377,16
SBV280_plate05,377,SBV307_plate04,377,19
SBV281_plate04,377,SBV307_plate04,377,16
SBV282_plate04,377,SBV307_plate04,377,18
SBV283_plate04,377,SBV307_plate04,377,19
SBV284_plate04,377,SBV307_plate04,377,14
SBV285_plate04,377,SBV307_plate04,377,17
SBV286_plate04,377,SBV307_plate04,377,5
SBV287_plate04,377,SBV307_plate04,377,18
SBV288_plate04,377,SBV307_plate04,377,18
SBV289_plate04,377,SBV307_plate04,377,8
SBV290_plate04,377,SBV307_plate04,377,4
SBV291_plate04,377,SBV307_plate04,377,16
SBV292_plate04,377,SBV307_plate04,377,13
SBV293_plate04,377,SBV307_plate04,377,19
SBV294_plate04,377,SBV307_plate04,377,18
SBV295_plate04,377,SBV307_plate04,377,16
SBV296_plate04,377,SBV307_plate04,377,18
SBV297_plate04,377,SBV307_plate04,377,12
SBV298_plate04,377,SBV307_plate04,377,18
SBV299_plate04,377,SBV307_plate04,377,20
SBV300_plate04,377,SBV307_plate04,377,20
SBV301_plate04,377,SBV307_plate04,377,7
SBV302_plate04,377,SBV307_plate04,377,18
SBV304_plate04,2640,SBV307_plate04,377,345
SBV305_plate04,377,SBV307_plate04,377,22
SBV306_plate04,377,SBV307_plate04,377,6
SBV307_plate04,377,SBV307_plate04,377,0
SBV308_plate04,377,SBV307_plate04,377,18
SBV310_plate04,377,SBV307_plate04,377,8
SBV311_plate04,377,SBV307_plate04,377,20
SBV312_plate04,377,SBV307_plate04,377,5
SBV313_plate04,377,SBV307_plate04,377,98
SBV314_plate04,377,SBV307_plate04,377,9
SBV315_plate04,377,SBV307_plate04,377,20
SBV316_plate04,377,SBV307_plate04,377,19
SBV317_plate04,377,SBV307_plate04,377,19
SBV318_plate04,377,SBV307_plate04,377,10
SBV319_plate04,377,SBV307_plate04,377,19
SBV320_plate04,377,SBV307_plate04,377,11
SBV321_plate04,377,SBV307_plate04,377,17
SBV322_plate04,377,SBV307_plate04,377,16
SBV323_plate04,377,SBV307_plate04,377,18
SBV324_plate04,377,SBV307_plate04,377,17
SBV325_plate04,377,SBV307_plate04,377,11
SBV326_plate04,377,SBV307_plate04,377,23
SBV327_plate04,377,SBV307_plate04,377,12
SBV328_plate04,377,SBV307_plate04,377,10
SBV329_plate04,377,SBV307_plate04,377,20
SBV330_plate04,377,SBV307_plate04,377,11
SBV331_plate04,377,SBV307_plate04,377,7
SBV332_plate04,377,SBV307_plate04,377,13
SBV333_plate04,377,SBV307_plate04,377,9
SBV334_plate04,377,SBV307_plate04,377,7
SBV335_plate04,377,SBV307_plate04,377,11
SBV336_plate04,377,SBV307_plate04,377,11
SBV337_plate04,377,SBV307_plate04,377,13
SBV338_plate04,377,SBV307_plate04,377,7
SBV339_plate04,377,SBV307_plate04,377,16
SBV340_plate04,377,SBV307_plate04,377,16
